Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,583M,533M,453M,511M,582M
Cash & Short Term Investments Growth,-,-8.58%,-15.01%,12.80%,13.89%
Cash Only,583M,533M,453M,511M,582M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.39%,0.33%,0.27%,0.29%,0.32%
Total Accounts Receivable,3.86B,3.42B,3.15B,3.52B,4.42B
Total Accounts Receivable Growth,-,-11.55%,-7.73%,11.70%,25.35%
"Accounts Receivables, Net",3.13B,3.06B,3.15B,3.52B,4.42B
"Accounts Receivables, Gross",3.21B,3.14B,3.3B,3.64B,4.63B
Bad Debt/Doubtful Accounts,(71M),(76M),(146M),(121M),(216M)
Other Receivable,729M,357M,-,-,-
Accounts Receivable Turnover,6.35,7.34,7.57,6.99,6.52
Inventories,3.08B,3.23B,3.17B,3.11B,3.58B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,3.08B,3.23B,3.17B,3.11B,3.58B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.18B,1.98B,1.91B,2.8B,4.64B
Miscellaneous Current Assets,2.18B,1.98B,1.91B,2.8B,4.64B
Total Current Assets,9.71B,9.16B,8.68B,9.94B,13.22B
"Net Property, Plant & Equipment",91.69B,103.79B,108.31B,106.67B,112.79B
"Property, Plant & Equipment - Gross",134.82B,149.56B,157.13B,155.78B,164.89B
Buildings,2.46B,2.3B,2.56B,2.32B,2.91B
Land & Improvements,2.07B,2.09B,2.05B,2.15B,2.23B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",8.5B,8.42B,8.4B,8.6B,9.18B
Accumulated Depreciation,43.13B,45.77B,48.83B,49.1B,52.1B
Total Investments and Advances,8.13B,10.08B,10.18B,10.86B,9.1B
Other Long-Term Investments,6.72B,8.14B,9.22B,10.41B,8.65B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,19.55B,19.55B,19.6B,19.54B,19.57B
Net Goodwill,19.3B,19.3B,19.3B,19.3B,19.3B
Net Other Intangibles,246M,249M,295M,236M,265M
Other Assets,16.31B,16.26B,15.62B,22.57B,23.4B
Total Assets,150.57B,163.55B,167.28B,174.18B,183.35B
Total Assets Growth,-,8.62%,2.28%,4.12%,5.26%
