Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.38B,2.47B,2.55B,4.89B,5.61B
Cash & Short Term Investments Growth,-,4.04%,2.92%,91.95%,14.82%
Cash Only,2.38B,2.47B,2.55B,4.89B,5.61B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,27.99%,22.54%,24.05%,33.94%,34.10%
Total Accounts Receivable,844.52M,1.03B,501.29M,1.09B,1.5B
Total Accounts Receivable Growth,-,21.90%,-51.30%,116.60%,38.11%
"Accounts Receivables, Net",844.52M,1.03B,501.29M,1.09B,1.5B
"Accounts Receivables, Gross",878.75M,1.08B,574.19M,1.14B,1.56B
Bad Debt/Doubtful Accounts,(34.23M),(50.52M),(72.9M),(50.49M),(63.29M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,12.77,11.22,3.71,5.77,11.12
Inventories,12.58M,16.11M,22M,33.83M,38.73M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,612.78M,673.1M,580.04M,676.7M,1.01B
Miscellaneous Current Assets,14.91M,6.06M,2.91M,21.8M,58.99M
Total Current Assets,3.85B,4.19B,3.65B,6.68B,8.16B
"Net Property, Plant & Equipment",946.59M,2.52B,2.53B,2.63B,3.06B
"Property, Plant & Equipment - Gross",2.22B,3.94B,4.13B,4.36B,4.91B
Buildings,984.56M,1.18B,1.24B,1.32B,1.65B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,742.74M,800.99M,887.64M,910.58M,910.79M
"Other Property, Plant & Equipment",329.61M,380.17M,424.36M,411.4M,535.72M
Accumulated Depreciation,1.27B,1.42B,1.6B,1.73B,1.85B
Total Investments and Advances,137.21M,167.6M,170.49M,293.65M,408.79M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,112.28M,128.73M,88.89M,69.37M,92.63M
Intangible Assets,2.85B,3.24B,3.35B,3.99B,3.95B
Net Goodwill,1.82B,2B,2.13B,2.59B,2.53B
Net Other Intangibles,1.03B,1.24B,1.22B,1.4B,1.42B
Other Assets,599.48M,728.84M,800.65M,738.13M,792.13M
Total Assets,8.5B,10.98B,10.59B,14.4B,16.46B
Total Assets Growth,-,29.17%,-3.52%,36.01%,14.29%
