Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,2.67B,1.17B,6.6B,5.52B,6.7B
Cash & Due from Banks Growth,-,-56.21%,463.68%,-16.27%,21.41%
Investments - Total,25.08B,26.32B,30.12B,46.41B,46.3B
Investments Growth,-,4.95%,14.43%,54.07%,-0.24%
Trading Account Securities,105M,99M,62M,65M,23M
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,5M,10M,5M,5M,103M
Federal Agency Securities,476M,458M,308M,7.69B,8.2B
State & Municipal Securities,3.45B,3.06B,3.01B,3.53B,3.29B
Mortgage Backed Securities,18.05B,19.06B,21.39B,27.13B,26.29B
Other Securities,374M,635M,650M,2.57B,2.6B
Other Investments,2.63B,3B,4.7B,5.41B,5.79B
Net Loans,74.13B,74.62B,79.79B,109.89B,117.4B
Gross Loans - Net of Unearned Income,74.9B,75.4B,81.61B,111.92B,119.52B
Commercial & Industrial Loans,30.61B,30.66B,35.37B,41.69B,45.13B
Consumer & Installment Loans,17B,17.6B,18B,20.47B,19.91B
Real Estate Mortgage Loans,27.29B,27.14B,28.23B,44.77B,32.6B
Lease Financing Loans,-,-,-,5B,5.25B
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(772M),(783M),(1.81B),(2.03B),(2.12B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,0.67%,6.93%,37.72%,6.84%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",790M,973M,956M,1.48B,1.44B
Other Assets (Including Intangibles),6.8B,5.92B,5.54B,10.38B,11.07B
Other Assets,4.53B,3.7B,3.36B,4.79B,5.3B
Intangible Assets,2.27B,2.22B,2.18B,5.59B,5.77B
Interest Receivables,-,-,32M,386M,-
Total Assets,108.78B,109B,123.04B,174.06B,182.91B
Assets - Total Growth,-,0.20%,12.88%,41.47%,5.08%
Return On Average Assets,-,-,-,-,1.25%
