Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,8.86B,10.45B,8.05B,8.1B,13.27B
Cash & Short Term Investments Growth,-,17.89%,-22.97%,0.57%,63.92%
Cash Only,7.97B,9.68B,8.05B,8.1B,12.77B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.73%,12.38%,8.79%,7.66%,12.16%
Total Accounts Receivable,7.07B,6.78B,7.24B,9.82B,10.11B
Total Accounts Receivable Growth,-,-4.14%,6.82%,35.57%,3.01%
"Accounts Receivables, Net",7.07B,6.78B,6.8B,9.23B,9.45B
"Accounts Receivables, Gross",7.19B,6.86B,6.87B,9.29B,9.52B
Bad Debt/Doubtful Accounts,(119M),(86M),(67M),(62M),(72M)
Other Receivable,-,-,437M,585M,660M
Accounts Receivable Turnover,6.00,6.87,5.74,4.98,5.78
Inventories,5.44B,5.98B,5.55B,5.95B,5.91B
Finished Goods,1.66B,1.77B,1.61B,1.75B,1.84B
Work in Progress,-,-,-,-,-
Raw Materials,3.78B,4.38B,4.03B,4.22B,4.36B
Progress Payments & Other,1M,(171M),(81M),(16M),(293M)
Other Current Assets,4.5B,4.28B,6.92B,6.4B,6.43B
Miscellaneous Current Assets,4.5B,4.28B,6.92B,6.4B,6.43B
Total Current Assets,25.88B,27.48B,27.76B,30.27B,35.72B
"Net Property, Plant & Equipment",13.29B,16.13B,18.69B,20.87B,22.77B
"Property, Plant & Equipment - Gross",29.62B,33.81B,36.85B,39.06B,40.75B
Buildings,11.49B,11.99B,12B,12.53B,13.17B
Land & Improvements,333M,343M,336M,326M,295M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,16.32B,17.69B,18.16B,18.19B,17.99B
Total Investments and Advances,6.88B,2.22B,1.57B,1.08B,1.95B
Other Long-Term Investments,6.88B,2.22B,1.57B,1.08B,1.95B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,29.68B,33.62B,32.98B,44.2B,41.47B
Net Goodwill,18.25B,19.43B,18.88B,21.26B,21.2B
Net Other Intangibles,11.43B,14.2B,14.1B,22.93B,20.27B
Other Assets,6.26B,4.23B,10.58B,9.29B,7.24B
Total Assets,82.64B,84.4B,91.59B,105.69B,109.16B
Total Assets Growth,-,2.13%,8.52%,15.40%,3.28%
