Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.33B,1.45B,1.78B,3.48B,1.19B
Cash & Short Term Investments Growth,-,8.80%,23.24%,95.01%,-65.64%
Cash Only,1.33B,1.45B,1.78B,3.48B,1.19B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.55%,14.93%,16.64%,28.30%,12.16%
Total Accounts Receivable,3.38B,3.39B,3.61B,3.78B,4.02B
Total Accounts Receivable Growth,-,0.38%,6.37%,4.88%,6.32%
"Accounts Receivables, Net",2.72B,2.86B,3.52B,3.69B,3.93B
"Accounts Receivables, Gross",2.8B,2.94B,3.68B,3.87B,4.08B
Bad Debt/Doubtful Accounts,(84M),(83M),(161M),(175M),(152M)
Other Receivable,657M,529M,88M,88M,91M
Accounts Receivable Turnover,3.82,3.87,3.54,3.78,3.40
Inventories,637M,571M,659M,622M,617M
Finished Goods,509M,468M,546M,482M,451M
Work in Progress,-,-,-,-,-
Raw Materials,128M,103M,113M,140M,166M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,269M,251M,446M,382M,311M
Miscellaneous Current Assets,269M,251M,446M,382M,311M
Total Current Assets,5.61B,5.66B,6.49B,8.26B,6.14B
"Net Property, Plant & Equipment",678M,1.26B,1.32B,1.3B,1.17B
"Property, Plant & Equipment - Gross",1.76B,2.34B,2.51B,2.46B,2.32B
Buildings,580M,574M,616M,596M,538M
Land & Improvements,48M,45M,48M,43M,39M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.08B,1.08B,1.2B,1.16B,1.15B
Total Investments and Advances,-,-,14M,8M,6M
Other Long-Term Investments,-,-,14M,8M,6M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.26B,2.14B,2.26B,2.09B,1.94B
Net Goodwill,1.69B,1.65B,1.77B,1.67B,1.57B
Net Other Intangibles,569M,490M,484M,419M,369M
Other Assets,588M,636M,630M,624M,566M
Total Assets,9.14B,9.69B,10.71B,12.28B,9.82B
Total Assets Growth,-,6.04%,10.56%,14.65%,-20.03%
