Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,226M,204M,564M,459M,493M
Cash & Short Term Investments Growth,-,-9.73%,176.47%,-18.62%,7.41%
Cash Only,226M,204M,564M,459M,493M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.41%,1.27%,3.51%,2.96%,3.36%
Total Accounts Receivable,1.48B,1.44B,1.58B,1.58B,1.28B
Total Accounts Receivable Growth,-,-2.90%,9.51%,0.19%,-19.18%
"Accounts Receivables, Net",1.22B,1.05B,1.1B,1.09B,1.05B
"Accounts Receivables, Gross",1.23B,1.06B,1.11B,1.11B,1.07B
Bad Debt/Doubtful Accounts,(11M),(11M),(14M),(17M),(15M)
Other Receivable,267M,395M,482M,489M,227M
Accounts Receivable Turnover,6.83,6.42,5.37,6.63,8.25
Inventories,1.58B,1.66B,1.38B,1.5B,1.89B
Finished Goods,1.14B,1.11B,891M,1.01B,1.35B
Work in Progress,262M,220M,203M,273M,297M
Raw Materials,515M,576M,511M,589M,743M
Progress Payments & Other,(337M),(248M),(226M),(365M),(493M)
Other Current Assets,73M,15M,21M,1.1B,114M
Miscellaneous Current Assets,73M,15M,21M,1.1B,114M
Total Current Assets,3.37B,3.32B,3.54B,4.65B,3.78B
"Net Property, Plant & Equipment",5.6B,5.77B,5.73B,5.21B,5.37B
"Property, Plant & Equipment - Gross",12.73B,13.1B,13.71B,12.9B,13.15B
Buildings,1.39B,1.43B,1.82B,1.46B,1.39B
Land & Improvements,158M,158M,163M,150M,140M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,7.13B,7.33B,7.98B,7.68B,7.78B
Total Investments and Advances,130M,176M,156M,145M,183M
Other Long-Term Investments,30M,70M,45M,49M,72M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.65B,6.44B,6.26B,5B,4.87B
Net Goodwill,4.47B,4.43B,4.47B,3.64B,3.66B
Net Other Intangibles,2.19B,2.01B,1.79B,1.36B,1.21B
Other Assets,248M,235M,404M,513M,461M
Total Assets,16B,16.01B,16.08B,15.52B,14.67B
Total Assets Growth,-,0.08%,0.47%,-3.51%,-5.49%
