Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,12.22B,9.01B,14.25B,7.56B,8.84B
Cash & Short Term Investments Growth,-,-26.29%,58.19%,-46.97%,16.99%
Cash Only,11.6B,8.31B,13.65B,6.96B,7.99B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.91%,5.92%,9.14%,5.72%,6.95%
Total Accounts Receivable,30.98B,24.22B,17.75B,16.2B,15.57B
Total Accounts Receivable Growth,-,-21.83%,-26.70%,-8.75%,-3.86%
"Accounts Receivables, Net",30.24B,22.49B,17.06B,15.2B,14.76B
"Accounts Receivables, Gross",30.83B,23.01B,17.61B,15.64B,15.25B
Bad Debt/Doubtful Accounts,(591M),(520M),(548M),(443M),(495M)
Other Receivable,743M,1.73B,695M,1B,817M
Accounts Receivable Turnover,2.57,3.19,3.11,3.54,3.89
Inventories,1.68B,1.62B,1.81B,1.65B,1.55B
Finished Goods,266M,220M,163M,208M,158M
Work in Progress,-,-,-,-,-
Raw Materials,1.42B,1.4B,1.65B,1.44B,1.39B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.96B,1.68B,4.33B,3.04B,2.18B
Miscellaneous Current Assets,1.96B,1.68B,4.33B,3.04B,2.18B
Total Current Assets,46.85B,36.52B,38.15B,28.44B,28.15B
"Net Property, Plant & Equipment",10.79B,15.01B,9.77B,8.92B,8.21B
"Property, Plant & Equipment - Gross",32.46B,37.02B,23.67B,23.31B,21.57B
Buildings,9.64B,9.36B,6.41B,6.05B,5.68B
Land & Improvements,448M,365M,234M,224M,213M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,21.67B,22.02B,13.9B,14.39B,13.36B
Total Investments and Advances,573M,316M,367M,246M,180M
Other Long-Term Investments,381M,132M,197M,87M,38M
Long-Term Note Receivables,9.51B,8.99B,7.51B,5.61B,5.81B
Intangible Assets,39.35B,73.46B,67.5B,68.15B,67.13B
Net Goodwill,36.27B,58.22B,53.77B,55.64B,55.95B
Net Other Intangibles,3.09B,15.24B,13.74B,12.51B,11.18B
Other Assets,11.1B,12.71B,24.27B,13.27B,11.51B
Total Assets,123.38B,152.19B,155.97B,132B,127.24B
Total Assets Growth,-,23.35%,2.49%,-15.37%,-3.60%
