Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,568M,428M,2.85B,3.14B,1.53B
Cash & Short Term Investments Growth,-,-24.65%,566.59%,10.02%,-51.23%
Cash Only,568M,428M,2.85B,3.14B,1.53B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.55%,3.18%,16.28%,17.43%,7.00%
Total Accounts Receivable,2.84B,2.93B,3.19B,3.14B,3.76B
Total Accounts Receivable Growth,-,3.10%,8.70%,-1.35%,19.73%
"Accounts Receivables, Net",2.58B,2.68B,2.99B,2.91B,3.56B
"Accounts Receivables, Gross",2.58B,2.68B,3.03B,2.95B,3.61B
Bad Debt/Doubtful Accounts,-,-,(40M),(37M),(52M)
Other Receivable,258M,250M,196M,232M,207M
Accounts Receivable Turnover,5.08,4.90,4.10,4.97,4.65
Inventories,1.28B,1.29B,1.3B,2.02B,2.35B
Finished Goods,452M,478M,441M,531M,606M
Work in Progress,101M,102M,111M,172M,164M
Raw Materials,724M,706M,745M,1.31B,1.57B
Progress Payments & Other,4M,4M,5M,6M,7M
Other Current Assets,86M,671M,95M,101M,127M
Miscellaneous Current Assets,86M,671M,95M,101M,127M
Total Current Assets,4.78B,5.32B,7.44B,8.4B,7.77B
"Net Property, Plant & Equipment",3.18B,3.72B,3.68B,3.68B,3.95B
"Property, Plant & Equipment - Gross",5.34B,6.33B,6.99B,7.4B,8.03B
Buildings,582M,646M,691M,679M,699M
Land & Improvements,248M,244M,256M,268M,279M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",562M,648M,724M,802M,871M
Accumulated Depreciation,2.16B,2.61B,3.31B,3.72B,4.08B
Total Investments and Advances,173M,215M,2.15B,1.9B,1.82B
Other Long-Term Investments,2M,8M,22M,3M,14M
Long-Term Note Receivables,181M,321M,186M,176M,203M
Intangible Assets,3.9B,3.59B,3.67B,3.48B,7.69B
Net Goodwill,2.52B,2.41B,2.58B,2.51B,5.11B
Net Other Intangibles,1.38B,1.19B,1.09B,964M,2.59B
Other Assets,123M,125M,229M,222M,197M
Total Assets,12.48B,13.46B,17.52B,18.01B,21.88B
Total Assets Growth,-,7.84%,30.19%,2.77%,21.53%
