Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,848M,927M,945M,1.2B,1.09B
Cash & Short Term Investments Growth,-,9.32%,1.94%,27.30%,-9.56%
Cash Only,848M,927M,945M,1.2B,1.09B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.16%,4.71%,4.91%,5.61%,5.24%
Total Accounts Receivable,2.36B,2.32B,2.38B,2.93B,2.87B
Total Accounts Receivable Growth,-,-1.74%,2.46%,23.18%,-2.15%
"Accounts Receivables, Net",2.36B,2.32B,2.38B,2.93B,2.87B
"Accounts Receivables, Gross",2.38B,2.35B,2.41B,2.97B,2.91B
Bad Debt/Doubtful Accounts,(22M),(25M),(29M),(41M),(45M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.92,5.80,5.12,5.10,5.68
Inventories,1.86B,1.84B,1.95B,2.51B,2.68B
Finished Goods,925M,837M,848M,1.2B,1.22B
Work in Progress,656M,739M,851M,991M,1.07B
Raw Materials,276M,260M,251M,320M,390M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.13B,471M,512M,621M,639M
Miscellaneous Current Assets,1.13B,471M,512M,621M,639M
Total Current Assets,6.2B,5.55B,5.78B,7.26B,7.27B
"Net Property, Plant & Equipment",3.5B,3.57B,4.1B,4.22B,3.99B
"Property, Plant & Equipment - Gross",9.4B,9.48B,10.41B,10.96B,10.2B
Buildings,1.38B,1.39B,1.44B,1.47B,1.33B
Land & Improvements,171M,152M,147M,128M,106M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.9B,5.91B,6.3B,6.74B,6.21B
Total Investments and Advances,-,19M,4M,18M,172M
Other Long-Term Investments,-,19M,4M,18M,172M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,7.39B,7.34B,6.82B,7.14B,6.55B
Net Goodwill,5.68B,5.74B,5.22B,5.59B,5.26B
Net Other Intangibles,1.7B,1.6B,1.59B,1.55B,1.29B
Other Assets,1.16B,435M,356M,321M,307M
Total Assets,20.39B,19.69B,19.24B,21.46B,20.78B
Total Assets Growth,-,-3.39%,-2.30%,11.54%,-3.17%
