Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,2.57B,999M,1.13B,3.78B,1.54B
Cash & Due from Banks Growth,-,-61.19%,12.61%,236.18%,-59.25%
Investments - Total,15.95B,16.6B,24.61B,14.5B,19.65B
Investments Growth,-,4.11%,48.26%,-41.07%,35.45%
Trading Account Securities,-,-,-,-,-
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,2.59B,9.91B,11.55B,6.51B,11.42B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,784M,689M,560M,390M,785M
Other Securities,-,-,-,-,-
Other Investments,12.58B,6.01B,12.5B,7.6B,7.44B
Net Loans,87.47B,92.51B,82.22B,86.86B,104.75B
Gross Loans - Net of Unearned Income,90.51B,95.89B,90.45B,93.68B,2.58B
Commercial & Industrial Loans,-,-,-,-,-
Consumer & Installment Loans,90.51B,95.89B,90.45B,93.68B,112.12B
Real Estate Mortgage Loans,-,-,-,-,-
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(3.04B),(3.38B),(8.23B),(6.82B),(7.37B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,5.76%,-11.12%,5.64%,20.59%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",936M,1.06B,1.03B,983M,1B
Other Assets (Including Intangibles),946M,896M,780M,1.3B,1.06B
Other Assets,530M,486M,430M,1.04B,807M
Intangible Assets,416M,410M,350M,255M,255M
Interest Receivables,951M,1.04B,992M,948M,1.21B
Total Assets,109.96B,114.38B,113.27B,110.61B,131.77B
Assets - Total Growth,-,4.02%,-0.97%,-2.35%,19.13%
Return On Average Assets,-,-,-,-,3.60%
