Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,41.12B,54.86B,62.2B,48.15B,41.03B
Cash & Short Term Investments Growth,-,33.41%,13.36%,-22.59%,-14.78%
Cash Only,10.03B,19.09B,17.82B,16.75B,14.98B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,42.25%,41.13%,39.04%,29.01%,22.09%
Total Accounts Receivable,7.59B,9.52B,11.34B,14.04B,13.47B
Total Accounts Receivable Growth,-,25.45%,19.09%,23.86%,-4.08%
"Accounts Receivables, Net",7.59B,9.52B,11.34B,14.04B,13.47B
"Accounts Receivables, Gross",7.82B,9.72B,11.45B,14.04B,13.47B
Bad Debt/Doubtful Accounts,(229M),(206M),(114M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.36,7.43,7.58,8.40,8.66
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.77B,1.84B,2.14B,4.48B,5.05B
Miscellaneous Current Assets,1.77B,1.84B,2.14B,4.48B,5.05B
Total Current Assets,50.48B,66.23B,75.67B,66.67B,59.55B
"Net Property, Plant & Equipment",24.68B,44.78B,54.98B,69.96B,92.19B
"Property, Plant & Equipment - Gross",31.57B,55.45B,70.4B,90.04B,117.17B
Buildings,7.4B,11.23B,17.36B,22.53B,27.72B
Land & Improvements,899M,1.1B,1.33B,1.69B,1.87B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",3.03B,4.93B,6.78B,10.56B,6.52B
Accumulated Depreciation,6.89B,10.66B,15.42B,20.08B,24.98B
Total Investments and Advances,95M,192M,6.37B,6.89B,6.82B
Other Long-Term Investments,95M,192M,6.37B,6.89B,6.82B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,19.6B,19.61B,19.67B,19.83B,21.2B
Net Goodwill,18.3B,18.72B,19.05B,19.2B,20.31B
Net Other Intangibles,1.29B,894M,623M,634M,897M
Other Assets,2.48B,2.57B,2.62B,2.64B,5.96B
Total Assets,97.33B,133.38B,159.32B,165.99B,185.73B
Total Assets Growth,-,37.03%,19.45%,4.19%,11.89%
