Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,11.65B,13.12B,23.9B,28.41B,28.34B
Cash & Short Term Investments Growth,-,12.64%,82.08%,18.91%,-0.26%
Cash Only,3.02B,4.19B,5.87B,4.83B,11.14B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.10%,9.61%,15.61%,16.87%,15.56%
Total Accounts Receivable,6.88B,7.74B,7.35B,9.63B,4.46B
Total Accounts Receivable Growth,-,12.36%,-4.95%,31.01%,-53.73%
"Accounts Receivables, Net",6.72B,7.66B,6.78B,9.46B,4.13B
"Accounts Receivables, Gross",6.76B,7.66B,6.78B,9.46B,4.13B
Bad Debt/Doubtful Accounts,(33M),-,-,-,-
Other Receivable,162M,76M,570M,175M,324M
Accounts Receivable Turnover,10.29,9.30,10.59,8.20,14.15
Inventories,7.25B,8.74B,8.43B,10.78B,13.22B
Finished Goods,1.93B,1.68B,1.51B,2.68B,4.14B
Work in Progress,4.51B,6.23B,6.01B,6.66B,7.57B
Raw Materials,813M,840M,908M,1.44B,1.52B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3B,1.64B,7.58B,8.9B,4.39B
Miscellaneous Current Assets,3B,1.64B,7.58B,8.9B,4.39B
Total Current Assets,28.79B,31.24B,47.25B,57.72B,50.41B
"Net Property, Plant & Equipment",50.48B,57.66B,58.69B,63.79B,81.35B
"Property, Plant & Equipment - Gross",115.83B,130.98B,136.34B,149.09B,174.73B
Buildings,30.95B,37.74B,37.54B,40.04B,44.81B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,65.34B,73.32B,77.65B,85.29B,93.39B
Total Investments and Advances,9.43B,7.24B,8.89B,7.92B,5.92B
Other Long-Term Investments,4.83B,3.73B,5.57B,3.79B,5.91B
Long-Term Note Receivables,479M,554M,157M,57M,1.9B
Intangible Assets,36.35B,37.1B,36B,34.23B,33.61B
Net Goodwill,24.51B,26.28B,26.97B,26.96B,27.59B
Net Other Intangibles,11.84B,10.83B,9.03B,7.27B,6.02B
Other Assets,1.31B,1.52B,872M,3.81B,5.47B
Total Assets,127.96B,136.52B,153.09B,168.41B,182.1B
Total Assets Growth,-,6.69%,12.13%,10.00%,8.13%
