Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,963M,902M,2.82B,1.6B,1.24B
Cash & Short Term Investments Growth,-,-6.33%,213.08%,-43.24%,-22.52%
Cash Only,963M,902M,2.82B,1.6B,1.24B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.12%,1.83%,5.50%,3.20%,2.41%
Total Accounts Receivable,10.34B,11.4B,11.19B,11.54B,11.8B
Total Accounts Receivable Growth,-,10.31%,-1.89%,3.16%,2.29%
"Accounts Receivables, Net",10.34B,11.4B,11.19B,11.54B,11.8B
"Accounts Receivables, Gross",10.34B,11.4B,11.19B,11.54B,11.8B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.50,3.45,3.39,3.33,3.34
Inventories,5.98B,6.31B,5.75B,5.34B,6.32B
Finished Goods,116M,154M,43M,35M,68M
Work in Progress,4.36B,4.42B,3.99B,3.65B,4.18B
Raw Materials,1.5B,1.73B,1.71B,1.65B,2.07B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,914M,1.68B,1.79B,1.51B,1.7B
Miscellaneous Current Assets,914M,1.68B,1.79B,1.51B,1.7B
Total Current Assets,18.19B,20.29B,21.54B,19.99B,21.06B
"Net Property, Plant & Equipment",4.35B,5.91B,6.43B,6.67B,7.16B
"Property, Plant & Equipment - Gross",9.4B,11.19B,12.04B,12.72B,13.56B
Buildings,3.01B,3.23B,3.56B,3.71B,4.24B
Land & Improvements,386M,400M,413M,414M,414M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.06B,5.29B,5.61B,6.05B,6.39B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,22.18B,21.99B,22.17B,22.08B,22.16B
Net Goodwill,19.59B,19.68B,20.05B,20.1B,20.33B
Net Other Intangibles,2.59B,2.32B,2.12B,1.98B,1.82B
Other Assets,692M,1.13B,1.13B,1.3B,1.16B
Total Assets,45.41B,49.35B,51.31B,50.07B,51.59B
Total Assets Growth,-,8.68%,3.97%,-2.41%,3.02%
