Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,3.23B,4.18B,5.99B,5.8B,6.1B
Cash & Short Term Investments Growth,-,29.36%,43.45%,-3.24%,5.14%
Cash Only,1.64B,2.65B,4.48B,3.84B,4.24B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,16.75%,19.69%,24.67%,21.28%,22.44%
Total Accounts Receivable,1.32B,1.53B,1.4B,1.88B,2.16B
Total Accounts Receivable Growth,-,16.66%,-8.91%,34.33%,15.12%
"Accounts Receivables, Net",1.32B,1.53B,1.4B,1.88B,2.16B
"Accounts Receivables, Gross",1.33B,1.54B,1.42B,1.89B,2.19B
Bad Debt/Doubtful Accounts,(14.98M),(9.65M),(21M),(16M),(23M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.83,7.25,9.20,8.41,8.06
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,312.5M,624.14M,578M,788M,738M
Miscellaneous Current Assets,312.5M,624.14M,578M,788M,738M
Total Current Assets,4.86B,6.34B,7.97B,8.46B,9B
"Net Property, Plant & Equipment",1.08B,1.29B,2B,2.12B,2.32B
"Property, Plant & Equipment - Gross",2.48B,2.86B,3.46B,3.57B,3.88B
Buildings,770.59M,790.19M,901M,904M,902M
Land & Improvements,145.07M,144.87M,145M,145M,144M
Computer Software and Equipment,1.24B,1.42B,1.29B,-,-
"Other Property, Plant & Equipment",303.2M,389.98M,443M,1.67B,1.76B
Accumulated Depreciation,1.41B,1.57B,1.46B,1.45B,1.57B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,12.65B,12.41B,12.1B,14.49B,14.24B
Net Goodwill,10.58B,10.69B,10.74B,12.67B,12.79B
Net Other Intangibles,2.07B,1.72B,1.36B,1.82B,1.45B
Other Assets,186.52M,721.7M,841M,1.09B,841M
Total Assets,19.28B,21.21B,24.28B,27.24B,27.17B
Total Assets Growth,-,10.00%,14.49%,12.18%,-0.28%
