Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,123.79M,90.33M,383.93M,144.45M,112.55M
Cash & Short Term Investments Growth,-,-27.04%,325.05%,-62.37%,-22.09%
Cash Only,123.79M,90.33M,383.93M,144.45M,112.55M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.05%,4.93%,16.73%,5.93%,4.10%
Total Accounts Receivable,272.62M,307.49M,374.74M,425.58M,490.9M
Total Accounts Receivable Growth,-,12.79%,21.87%,13.57%,15.35%
"Accounts Receivables, Net",248.86M,286.97M,355.27M,406.12M,442.47M
"Accounts Receivables, Gross",253.56M,290.55M,362.05M,411.79M,450.74M
Bad Debt/Doubtful Accounts,(4.7M),(3.58M),(6.78M),(5.67M),(8.27M)
Other Receivable,23.77M,20.52M,19.48M,19.46M,48.43M
Accounts Receivable Turnover,8.12,7.83,7.22,7.56,6.86
Inventories,173.3M,195.02M,209.87M,269.03M,367.82M
Finished Goods,124.32M,133.74M,143.51M,182.21M,246.99M
Work in Progress,17.01M,20.08M,20.37M,26.4M,28.04M
Raw Materials,31.97M,41.2M,45.99M,60.43M,92.8M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,45.47M,42.28M,44.71M,61.17M,72.96M
Miscellaneous Current Assets,15.16M,10.28M,10.15M,19.17M,31.22M
Total Current Assets,615.19M,635.11M,1.01B,900.24M,1.04B
"Net Property, Plant & Equipment",437.27M,614.45M,646.34M,692.77M,768.09M
"Property, Plant & Equipment - Gross",906M,1.13B,1.23B,1.34B,1.47B
Buildings,190.81M,249.92M,319.38M,329.09M,356.05M
Land & Improvements,8.7M,8.73M,13.98M,22.64M,22.22M
Computer Software and Equipment,218.15M,240.41M,265.66M,276.9M,295.97M
"Other Property, Plant & Equipment",118.58M,127.81M,149.99M,162.34M,178.88M
Accumulated Depreciation,468.73M,519.03M,586.91M,648.39M,705.91M
Total Investments and Advances,12.68M,18.22M,12.07M,17.6M,55.5M
Other Long-Term Investments,12.68M,18.22M,12.07M,17.6M,55.5M
Long-Term Note Receivables,31.27M,66.23M,91.68M,122.16M,148.97M
Intangible Assets,256.31M,298.19M,295.89M,458.38M,459.47M
Net Goodwill,214.49M,239.72M,243.35M,359.35M,361.8M
Net Other Intangibles,41.83M,58.47M,52.54M,99.04M,97.67M
Other Assets,176.14M,192.18M,203.79M,221.27M,215.29M
Total Assets,1.54B,1.83B,2.29B,2.44B,2.75B
Total Assets Growth,-,19.20%,25.22%,6.22%,12.70%
