Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,224.48M,322.88M,655.13M,147.34M,132.72M
Cash & Short Term Investments Growth,-,43.83%,102.90%,-77.51%,-9.92%
Cash Only,224.48M,322.88M,655.13M,147.34M,132.72M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.25%,12.11%,20.25%,3.02%,2.57%
Total Accounts Receivable,326.13M,319.54M,374.91M,546.47M,522.46M
Total Accounts Receivable Growth,-,-2.02%,17.33%,45.76%,-4.39%
"Accounts Receivables, Net",326.13M,319.54M,374.91M,546.47M,522.46M
"Accounts Receivables, Gross",331.01M,326.51M,386.91M,558.49M,550.12M
Bad Debt/Doubtful Accounts,(4.87M),(6.97M),(12M),(12.03M),(27.66M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.20,6.90,6.63,6.84,8.74
Inventories,544.75M,522.02M,603.32M,1.09B,1.41B
Finished Goods,188.8M,183.62M,220.97M,351.79M,592.15M
Work in Progress,6.97M,10.39M,6.83M,10.76M,14.9M
Raw Materials,348.98M,328.02M,375.52M,727.16M,798.34M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,25.4M,31.38M,36.38M,64.95M,121.78M
Miscellaneous Current Assets,25.4M,31.38M,36.38M,64.95M,121.78M
Total Current Assets,1.12B,1.2B,1.67B,1.85B,2.18B
"Net Property, Plant & Equipment",278.93M,352.93M,405.97M,542.12M,567.69M
"Property, Plant & Equipment - Gross",424.45M,514.11M,606.65M,775.82M,850.51M
Buildings,163.16M,177.08M,198.91M,244.27M,243.55M
Land & Improvements,15.98M,18.25M,18.36M,26.14M,22.59M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",84.78M,103.42M,113.2M,130.73M,155.02M
Accumulated Depreciation,145.52M,161.18M,200.68M,233.7M,282.82M
Total Investments and Advances,8.31M,-,-,-,-
Other Long-Term Investments,8.31M,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.01B,1.1B,1.15B,2.45B,2.33B
Net Goodwill,764.66M,805.28M,855.23M,1.41B,1.4B
Net Other Intangibles,246.49M,297.73M,292.02M,1.04B,930.71M
Other Assets,7M,10.96M,10.98M,20.62M,75.09M
Total Assets,2.43B,2.67B,3.24B,4.88B,5.17B
Total Assets Growth,-,9.86%,21.37%,50.76%,5.98%
