Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,727M,654M,1.16B,692M,1.63B
Cash & Short Term Investments Growth,-,-10.04%,77.83%,-40.50%,136.13%
Cash Only,727M,654M,1.16B,692M,1.63B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.70%,0.56%,0.91%,0.49%,1.03%
Total Accounts Receivable,2.97B,2.81B,2.97B,4.11B,5.09B
Total Accounts Receivable Growth,-,-5.46%,5.95%,38.13%,23.98%
"Accounts Receivables, Net",2.3B,2.28B,2.26B,3.38B,4.35B
"Accounts Receivables, Gross",2.31B,2.3B,2.33B,3.41B,4.4B
Bad Debt/Doubtful Accounts,(10M),(19M),(67M),(35M),(54M)
Other Receivable,667M,525M,711M,730M,744M
Accounts Receivable Turnover,5.49,6.23,5.74,5.18,5.22
Inventories,1.22B,1.33B,1.55B,1.56B,1.93B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,1.22B,1.33B,1.55B,1.56B,1.93B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.47B,2.62B,1.69B,2.93B,4.83B
Miscellaneous Current Assets,1.47B,2.62B,1.69B,2.93B,4.83B
Total Current Assets,6.39B,7.41B,7.38B,9.29B,13.49B
"Net Property, Plant & Equipment",70.33B,82.51B,92.34B,99.9B,111.45B
"Property, Plant & Equipment - Gross",92.08B,107.68B,118.64B,128.79B,142.71B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",1.74B,1.76B,1.6B,1.61B,1.68B
Accumulated Depreciation,21.75B,25.17B,26.3B,28.9B,31.26B
Total Investments and Advances,18.52B,16.49B,15.54B,16.84B,17.82B
Other Long-Term Investments,11.77B,9.03B,9.81B,10.68B,11.24B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.23B,5.41B,5.52B,6.42B,6.64B
Net Goodwill,891M,4.2B,4.25B,4.84B,4.85B
Net Other Intangibles,1.34B,1.2B,1.26B,1.57B,1.79B
Other Assets,6B,5.67B,6.72B,8.28B,9.32B
Total Assets,103.7B,117.69B,127.68B,140.91B,158.94B
Total Assets Growth,-,13.49%,8.49%,10.36%,12.79%
