Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.98B,2.41B,6.36B,5.8B,3.3B
Cash & Short Term Investments Growth,-,-18.86%,163.30%,-8.76%,-43.08%
Cash Only,2.79B,2.25B,5.25B,4.47B,2.71B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,15.52%,12.75%,25.26%,21.60%,12.14%
Total Accounts Receivable,1.58B,1.62B,1.62B,1.84B,2.14B
Total Accounts Receivable Growth,-,2.89%,0.15%,13.27%,16.26%
"Accounts Receivables, Net",1.28B,1.39B,1.44B,1.7B,1.95B
"Accounts Receivables, Gross",1.38B,1.48B,1.44B,1.7B,1.95B
Bad Debt/Doubtful Accounts,(91.3M),(88.2M),-,-,-
Other Receivable,292.2M,233.4M,184.2M,144.2M,192.2M
Accounts Receivable Turnover,5.66,5.50,5.45,5.61,5.94
Inventories,396.1M,388.3M,404.8M,453.9M,514.2M
Finished Goods,125.4M,128.8M,134.5M,150.7M,162M
Work in Progress,21.2M,27.5M,21.3M,24M,22M
Raw Materials,249.5M,232M,249M,279.2M,330.2M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,133.2M,192.9M,297.4M,281.2M,327.3M
Miscellaneous Current Assets,3.6M,115.5M,132.9M,161.8M,170.5M
Total Current Assets,5.08B,4.62B,8.68B,8.38B,6.28B
"Net Property, Plant & Equipment",9.92B,10.34B,12.34B,13.82B,14.86B
"Property, Plant & Equipment - Gross",21.49B,22.33B,25.55B,28.06B,28.85B
Buildings,988.6M,946.8M,997.8M,1.08B,1.43B
Land & Improvements,269.4M,281.5M,296.8M,312.1M,266.7M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,11.57B,12B,13.21B,14.23B,14B
Total Investments and Advances,1.36B,1.36B,1.48B,1.74B,3.5B
Other Long-Term Investments,85M,81.7M,45.8M,90.5M,141.4M
Long-Term Note Receivables,1.11B,1.01B,816.3M,740.3M,583.1M
Intangible Assets,1.23B,1.22B,1.33B,1.33B,1.17B
Net Goodwill,788.9M,797.1M,891.5M,911.5M,823M
Net Other Intangibles,438.5M,419.5M,435.8M,420.7M,347.5M
Other Assets,355.7M,289.2M,405.4M,749.6M,670M
Total Assets,19.18B,18.94B,25.17B,26.86B,27.19B
Total Assets Growth,-,-1.23%,32.87%,6.72%,1.24%
