Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,64.09M,127.43M,798.33M,162.13M,85.56M
Cash & Short Term Investments Growth,-,98.84%,526.47%,-79.69%,-47.23%
Cash Only,64.09M,127.43M,798.33M,162.13M,85.56M
Total Short-Term Investments,-,-,-,-,-
Short-Term Receivables,172.67M,183M,199.67M,178.55M,207.1M
Short Term Receivables Growth,-,5.99%,9.11%,-10.58%,15.99%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,44.25M,26.28M,23.27M,13.03M,16.89M
"Net Property, Plant & Equipments",-,93.77M,92.25M,90.74M,94.57M
Other Assets (Including Intangibles),221.46M,200.78M,195.69M,224.04M,250.52M
Other Assets,174.1M,153.84M,153.37M,151.53M,238.67M
Intangible Assets,47.36M,46.94M,42.31M,72.5M,11.85M
Total Assets,6.29B,6.79B,7.61B,7.62B,8.23B
Total Assets Growth,-,8.03%,11.96%,0.19%,8.02%
Return On Average Assets,-,-,-,-,4.85%
