Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,588M,493.26M,1.14B,329.27M,463.89M
Cash & Short Term Investments Growth,-,-16.11%,131.92%,-71.22%,40.89%
Cash Only,588M,493.26M,1.14B,329.27M,463.89M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.63%,6.06%,12.53%,3.16%,4.24%
Total Accounts Receivable,594.15M,568.51M,615.23M,671.46M,711.2M
Total Accounts Receivable Growth,-,-4.31%,8.22%,9.14%,5.92%
"Accounts Receivables, Net",594.15M,568.51M,615.23M,671.46M,711.2M
"Accounts Receivables, Gross",618.76M,593.48M,640.21M,700.3M,737.2M
Bad Debt/Doubtful Accounts,(24.61M),(24.97M),(24.98M),(28.84M),(26M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,13.11,14.05,13.25,13.36,14.65
Inventories,784.88M,815.25M,964.21M,988.51M,1.17B
Finished Goods,618.8M,614.7M,645.66M,649.08M,855.22M
Work in Progress,107.14M,98.84M,104.84M,110.01M,137.3M
Raw Materials,237.09M,271.13M,388.6M,395.36M,372.61M
Progress Payments & Other,(178.14M),(169.41M),(174.9M),(165.94M),(192.01M)
Other Current Assets,272.16M,240.08M,254.48M,256.97M,272.2M
Miscellaneous Current Assets,203.67M,156.02M,158.81M,127.68M,128.31M
Total Current Assets,2.24B,2.12B,2.98B,2.25B,2.62B
"Net Property, Plant & Equipment",2.13B,2.37B,2.51B,2.94B,3.1B
"Property, Plant & Equipment - Gross",4.58B,4.96B,5.19B,5.75B,6.04B
Buildings,1.21B,1.3B,1.39B,1.51B,1.55B
Land & Improvements,102.07M,105.63M,131.51M,154.49M,155.96M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.45B,2.58B,2.68B,2.81B,2.94B
Total Investments and Advances,-,-,-,93.09M,133.03M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.08B,3.33B,3.28B,4.67B,4.57B
Net Goodwill,1.8B,1.99B,1.99B,2.63B,2.61B
Net Other Intangibles,1.28B,1.34B,1.3B,2.04B,1.97B
Other Assets,252.98M,291.32M,331.62M,423.4M,485.49M
Total Assets,7.7B,8.14B,9.13B,10.41B,10.95B
Total Assets Growth,-,5.68%,12.18%,14.02%,5.15%
