Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,8.62B,1.58B,2.56B,1.98B,4.97B
Cash & Short Term Investments Growth,-,-81.71%,62.40%,-22.53%,150.55%
Cash Only,8.59B,1.58B,2.56B,1.98B,3.67B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.59%,2.27%,3.61%,4.34%,12.02%
Total Accounts Receivable,3.44B,3.84B,2.42B,2.16B,2.52B
Total Accounts Receivable Growth,-,11.57%,-36.90%,-10.82%,16.63%
"Accounts Receivables, Net",3.01B,3.04B,1.91B,1.61B,1.57B
"Accounts Receivables, Gross",3.02B,3.05B,1.94B,1.64B,1.61B
Bad Debt/Doubtful Accounts,(10M),(9M),(32M),(28M),(38M)
Other Receivable,431M,795M,510M,547M,951M
Accounts Receivable Turnover,6.57,5.61,5.92,5.82,5.17
Inventories,4.11B,4.32B,2.39B,2.09B,2.33B
Finished Goods,2.5B,2.62B,1.45B,1.2B,1.3B
Work in Progress,833M,855M,454M,446M,522M
Raw Materials,779M,843M,492M,439M,508M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,110.49B,266M,21.63B,8.07B,1.45B
Miscellaneous Current Assets,110.49B,266M,21.63B,8.07B,1.45B
Total Current Assets,126.66B,10B,29.01B,14.3B,11.27B
"Net Property, Plant & Equipment",9.92B,10.7B,7.29B,6.18B,6.16B
"Property, Plant & Equipment - Gross",14.12B,15.67B,11.55B,10.32B,10.61B
Buildings,2.58B,2.81B,2.03B,1.95B,1.97B
Land & Improvements,944M,791M,682M,440M,432M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.2B,4.97B,4.26B,4.14B,4.45B
Total Investments and Advances,1.77B,1.26B,7.25B,1.05B,985M
Other Long-Term Investments,28M,56M,6.36B,228M,299M
Long-Term Note Receivables,47M,-,-,-,-
Intangible Assets,49.15B,46.74B,26.77B,23.2B,22.16B
Net Goodwill,34.5B,33.15B,18.7B,16.98B,16.66B
Net Other Intangibles,14.66B,13.59B,8.07B,6.22B,5.5B
Other Assets,134M,458M,389M,864M,676M
Total Assets,187.86B,69.35B,70.9B,45.71B,41.36B
Total Assets Growth,-,-63.08%,2.24%,-35.54%,-9.52%
