Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,217.8M,281.3M,188.2M,369.4M,432.7M
Cash & Short Term Investments Growth,-,29.16%,-33.10%,96.28%,17.14%
Cash Only,217.8M,281.3M,188.2M,369.4M,432.7M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.15%,4.62%,2.81%,5.15%,5.47%
Total Accounts Receivable,103.9M,118.1M,150.9M,208.8M,248.5M
Total Accounts Receivable Growth,-,13.67%,27.77%,38.37%,19.01%
"Accounts Receivables, Net",97.5M,107.3M,137.4M,184.9M,202.2M
"Accounts Receivables, Gross",98.8M,109.7M,140.5M,188.8M,206.8M
Bad Debt/Doubtful Accounts,(1.3M),(2.4M),(3.1M),(3.9M),(4.6M)
Other Receivable,6.4M,10.8M,13.5M,23.9M,46.3M
Accounts Receivable Turnover,7.13,6.98,5.58,4.91,5.01
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.61B,3.22B,3.78B,3.57B,4.21B
Miscellaneous Current Assets,2.61B,3.22B,3.78B,3.57B,4.21B
Total Current Assets,2.93B,3.62B,4.12B,4.14B,4.89B
"Net Property, Plant & Equipment",104.4M,160.3M,164.3M,157.6M,199.2M
"Property, Plant & Equipment - Gross",390.5M,479.8M,510.8M,540.2M,641.9M
Buildings,40.5M,59.2M,48.9M,31.9M,41.8M
Land & Improvements,7.5M,7.5M,7.5M,-,-
Computer Software and Equipment,225M,265M,306.3M,357.2M,449.4M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,286.1M,319.5M,346.5M,382.6M,442.7M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.11B,2.15B,2.23B,2.66B,2.56B
Net Goodwill,1.93B,1.97B,2.03B,2.32B,2.28B
Net Other Intangibles,187.5M,177.9M,195M,332.5M,281.6M
Other Assets,94.4M,150.3M,187.6M,208.4M,262.4M
Total Assets,5.25B,6.09B,6.7B,7.17B,7.92B
Total Assets Growth,-,15.97%,10.12%,6.94%,10.48%
