Item,2018,2019,2020,2021,2022
Cash Only,499M,338M,311M,763M,736M
Cash Growth,-,-32.26%,-7.99%,145.34%,-3.54%
Total Investment Assets,81.26B,88.36B,59.54B,64.7B,61.83B
Investments Growth,-,8.74%,-32.62%,8.67%,-4.44%
Total Fixed Income Securities Investment,60.2B,63.3B,49.37B,46.15B,46.66B
Bonds,60.2B,63.3B,49.37B,46.15B,46.66B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,5.04B,8.16B,3.17B,7.06B,4.57B
Common Stocks,5.04B,7.86B,3.17B,6.73B,4.34B
Non-Redeemable Preferred Stock,-,298M,-,336M,229M
Real Estate Assets,791M,1.01B,659M,809M,813M
"Mortgage, Policy & Other Loans",7.53B,7.58B,1.7B,2.54B,1.57B
Other Investments,7.71B,8.31B,4.64B,8.14B,8.22B
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,6.15B,6.47B,6.46B,8.36B,9.17B
Premium Balance Growth,-,5.17%,-0.14%,29.41%,9.58%
"Net Property, Plant & Equipment",1.05B,1.63B,1.45B,1.25B,1.22B
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),13.73B,13.94B,51.01B,14.34B,15.01B
Separate & Variable Account Assets,2.81B,3.04B,-,-,-
Deferred Charges,4.78B,4.7B,3.77B,4.72B,5.42B
Tangible Other Assets,2.89B,3.17B,44.41B,4.69B,4.92B
Intangible Assets,3.24B,3.03B,2.82B,4.92B,4.68B
Total Assets,103.83B,111.93B,119.99B,90.66B,90.15B
Assets - Total - 1 Year Growth,-,7.80%,7.20%,-24.44%,-0.57%
Return On Average Assets,-,-,-,-,-1.45%
