Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,909.7M,1.06B,705.2M,662.8M,511.9M
Cash & Short Term Investments Growth,-,16.30%,-33.35%,-6.01%,-22.77%
Cash Only,618.8M,1.02B,704.6M,662.2M,499.3M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.23%,17.01%,9.57%,6.02%,4.76%
Total Accounts Receivable,1.19B,1.18B,1.25B,1.42B,1.74B
Total Accounts Receivable Growth,-,-0.96%,5.97%,14.04%,21.92%
"Accounts Receivables, Net",1.19B,1.18B,1.25B,1.42B,1.74B
"Accounts Receivables, Gross",1.21B,1.2B,1.26B,1.44B,1.75B
Bad Debt/Doubtful Accounts,(17.1M),(17.4M),(15.2M),(13.2M),(13.1M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.60,5.68,5.07,4.91,4.47
Inventories,581.6M,575.7M,584M,798.1M,1.05B
Finished Goods,224.3M,223.7M,243M,287M,325M
Work in Progress,180M,178.4M,159.1M,229.3M,317.3M
Raw Materials,177.3M,173.6M,181.9M,281.8M,411.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,149.3M,173.3M,147.5M,178M,307.9M
Miscellaneous Current Assets,149.3M,173.3M,147.5M,178M,307.9M
Total Current Assets,2.83B,2.99B,2.69B,3.06B,3.61B
"Net Property, Plant & Equipment",576.8M,571.9M,917.3M,959.6M,907.5M
"Property, Plant & Equipment - Gross",2.14B,2.14B,2.59B,2.7B,2.61B
Buildings,359.6M,373.8M,383M,397.6M,399M
Land & Improvements,5.3M,4.1M,4.8M,4.8M,4.6M
Computer Software and Equipment,497.8M,489.5M,506.4M,522.4M,540.7M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.56B,1.57B,1.67B,1.74B,1.7B
Total Investments and Advances,1.29B,804.5M,980.3M,1.38B,1.07B
Other Long-Term Investments,1.29B,804.5M,980.3M,1.38B,1.07B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.29B,1.27B,2.13B,4.65B,4.43B
Net Goodwill,1.08B,1.07B,1.65B,3.63B,3.52B
Net Other Intangibles,215.2M,194.1M,479.3M,1.02B,902M
Other Assets,93.7M,121.6M,136.1M,267.2M,357.6M
Total Assets,6.39B,6.22B,7.37B,11.01B,10.76B
Total Assets Growth,-,-2.68%,18.45%,49.50%,-2.32%
