Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.89B,1.54B,1.1B,1.08B,1.11B
Cash & Short Term Investments Growth,-,-18.77%,-28.56%,-1.81%,2.52%
Cash Only,1.04B,393.75M,352.92M,536.73M,542.34M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,34.64%,21.94%,14.14%,13.25%,13.31%
Total Accounts Receivable,479.89M,551.94M,660.05M,675.93M,679.21M
Total Accounts Receivable Growth,-,15.01%,19.59%,2.40%,0.49%
"Accounts Receivables, Net",479.89M,551.94M,660.05M,675.93M,679.21M
"Accounts Receivables, Gross",481.42M,553.82M,661.87M,677.32M,685.12M
Bad Debt/Doubtful Accounts,(1.53M),(1.88M),(1.82M),(1.4M),(5.92M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.66,5.24,4.85,5.12,5.32
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,121.41M,97.67M,116.89M,122.75M,147.72M
Miscellaneous Current Assets,18.71M,17.6M,20.46M,16.66M,15M
Total Current Assets,2.49B,2.19B,1.88B,1.88B,1.93B
"Net Property, Plant & Equipment",910.62M,1.91B,2.27B,2.35B,2.35B
"Property, Plant & Equipment - Gross",2.59B,3.79B,4.31B,4.61B,4.91B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,2.32B,2.69B,3.18B,3.45B,3.76B
"Other Property, Plant & Equipment",268.07M,339.14M,341.78M,341.36M,342.33M
Accumulated Depreciation,1.68B,1.88B,2.04B,2.26B,2.56B
Total Investments and Advances,209.07M,835.38M,1.4B,1.1B,320.53M
Other Long-Term Investments,209.07M,835.38M,1.4B,1.09B,320.53M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.66B,1.78B,1.91B,2.47B,3.21B
Net Goodwill,1.49B,1.6B,1.67B,2.16B,2.76B
Net Other Intangibles,168.35M,179.43M,234.72M,313.23M,441.72M
Other Assets,158.02M,218.07M,202.08M,178.35M,153.84M
Total Assets,5.46B,7.01B,7.76B,8.14B,8.3B
Total Assets Growth,-,28.29%,10.81%,4.82%,2.02%
