Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,896.53M,418.67M,834.99M,601.43M,269.28M
Cash & Short Term Investments Growth,-,-53.30%,99.44%,-27.97%,-55.23%
Cash Only,896.53M,418.67M,834.99M,601.43M,269.28M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.92%,3.72%,7.05%,4.93%,2.24%
Total Accounts Receivable,624.97M,689.47M,750M,782.79M,698.61M
Total Accounts Receivable Growth,-,10.32%,8.78%,4.37%,-10.75%
"Accounts Receivables, Net",607.89M,657.16M,715.65M,698.5M,687.98M
"Accounts Receivables, Gross",625.93M,671.41M,727.58M,708.66M,703.19M
Bad Debt/Doubtful Accounts,(18.04M),(14.25M),(11.93M),(10.16M),(15.21M)
Other Receivable,17.08M,32.31M,34.35M,84.29M,10.64M
Accounts Receivable Turnover,15.33,14.08,13.48,14.05,15.97
Inventories,4.36B,4.43B,4.54B,4.66B,4.92B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,4.36B,4.43B,4.54B,4.66B,4.92B
Other Current Assets,198.41M,155.24M,146.81M,232.25M,163.7M
Miscellaneous Current Assets,198.41M,155.24M,146.81M,232.25M,163.7M
Total Current Assets,6.08B,5.7B,6.27B,6.28B,6.05B
"Net Property, Plant & Equipment",1.37B,3.8B,3.84B,4.2B,4.3B
"Property, Plant & Equipment - Gross",3.29B,5.84B,6.03B,6.6B,6.89B
Buildings,993.5M,1.03B,1.07B,1.13B,1.26B
Land & Improvements,453.51M,457.96M,469.64M,471.1M,471.35M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",1.74B,1.85B,1.97B,2.2B,2.4B
Accumulated Depreciation,1.92B,2.04B,2.19B,2.4B,2.59B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.54B,1.7B,1.67B,1.64B,1.61B
Net Goodwill,990.24M,992.24M,993.59M,993.74M,990.47M
Net Other Intangibles,550.59M,709.76M,681.13M,651.22M,620.9M
Other Assets,48.38M,52.45M,52.33M,73.65M,62.43M
Total Assets,9.04B,11.25B,11.84B,12.19B,12.02B
Total Assets Growth,-,24.42%,5.26%,2.99%,-1.44%
