Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,587M,501M,495M,1.88B,1.58B
Cash & Short Term Investments Growth,-,-14.65%,-1.20%,279.60%,-15.86%
Cash Only,334M,139M,495M,1.88B,1.58B
Total Short-Term Investments,253M,362M,-,-,-
Short-Term Receivables,474M,407M,532M,531M,399M
Short Term Receivables Growth,-,-14.14%,30.71%,-0.19%,-24.86%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,362M,-,-,120M,-
"Net Property, Plant & Equipments",14.66B,14.15B,14.02B,13.84B,14.1B
Other Assets (Including Intangibles),1.15B,1.28B,1.15B,1.26B,1.25B
Other Assets,853M,997M,877M,1.01B,1.04B
Intangible Assets,294M,281M,268M,255M,214M
Total Assets,17.25B,16.41B,16.31B,17.65B,17.34B
Total Assets Growth,-,-4.89%,-0.58%,8.22%,-1.77%
Return On Average Assets,-,-,-,-,10.75%
