Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,982M,518M,9.51B,9.15B,6.02B
Cash & Short Term Investments Growth,-,-47.25%,"1,736.49%",-3.85%,-34.22%
Cash Only,982M,518M,9.51B,8.95B,6.02B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.32%,1.15%,17.75%,17.15%,11.64%
Total Accounts Receivable,358M,598M,273M,246M,395M
Total Accounts Receivable Growth,-,67.04%,-54.35%,-9.89%,60.57%
"Accounts Receivables, Net",358M,598M,273M,246M,395M
"Accounts Receivables, Gross",358M,598M,273M,246M,395M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,52.74,34.82,20.49,7.76,30.81
Inventories,450M,427M,335M,356M,428M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,435M,516M,442M,384M,652M
Miscellaneous Current Assets,435M,516M,442M,384M,652M
Total Current Assets,2.23B,2.06B,10.56B,10.13B,7.49B
"Net Property, Plant & Equipment",35.34B,38.13B,39.44B,39.44B,39.96B
"Property, Plant & Equipment - Gross",52.62B,56.78B,56.52B,57.3B,58.94B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",3.66B,3.84B,3.99B,3.93B,3.97B
Accumulated Depreciation,17.29B,18.65B,17.08B,17.86B,18.98B
Total Investments and Advances,-,-,-,30M,1M
Other Long-Term Investments,-,-,-,30M,1M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.1B,4.09B,1.99B,1.76B,1.74B
Net Goodwill,2.93B,2.91B,807M,579M,579M
Net Other Intangibles,1.18B,1.17B,1.19B,1.18B,1.16B
Other Assets,739M,782M,1.59B,1.98B,2.51B
Total Assets,42.4B,45.06B,53.59B,53.34B,51.7B
Total Assets Growth,-,6.27%,18.94%,-0.46%,-3.08%
