Item,2018,2019,2020,2021,2022
Cash Only,10.87B,10.99B,16.92B,21.38B,23.37B
Cash Growth,-,1.10%,54.04%,26.32%,9.31%
Total Investment Assets,35.97B,40.47B,44.1B,45.65B,48.27B
Investments Growth,-,12.51%,8.98%,3.50%,5.76%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,-,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,11.39B,11.82B,12.87B,14.22B,17.68B
Premium Balance Growth,-,3.81%,8.86%,10.46%,24.37%
"Net Property, Plant & Equipment",8.46B,8.7B,8.63B,8.97B,10.13B
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),85.54B,101.91B,114.77B,122B,146.26B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,-,-,-,-,-
Tangible Other Assets,17.31B,25.9B,32.58B,36.16B,38.5B
Intangible Assets,68.24B,76.01B,82.19B,85.84B,107.75B
Total Assets,154.22B,176.76B,200.68B,215.75B,250.3B
Assets - Total - 1 Year Growth,-,14.61%,13.53%,7.51%,16.01%
Return On Average Assets,-,-,-,-,8.63%
