Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,61.92B,67B,47.57B,44.84B,53.1B
Cash & Due from Banks Growth,-,8.20%,-29.00%,-5.75%,18.42%
Investments - Total,1.34T,1.41T,2.05T,2.29T,2.12T
Investments Growth,-,4.76%,45.95%,11.84%,-7.51%
Trading Account Securities,413.71B,411.1B,503.13B,433.58B,453.8B
Federal Funds Sold & Securities Purchased,433.58B,388.92B,456.92B,467.77B,500.96B
Federal Funds Sold,84M,11M,296.28B,261.7B,315.59B
Securities Bought Under Resale Agreement,433.5B,388.9B,160.64B,206.07B,185.37B
Treasury Securities,56.06B,139.49B,255.14B,362.67B,299.52B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,42.55B,34.61B,33.15B,29.85B,26.53B
Mortgage Backed Securities,110.43B,164.82B,241.23B,197.16B,212.44B
Other Securities,55.23B,61.77B,62.86B,86.2B,96.77B
Other Investments,229.6B,204.38B,498.23B,716.23B,531.11B
Net Loans,959.12B,939.58B,976.65B,1.05T,1.11T
Gross Loans - Net of Unearned Income,972.57B,952.71B,1T,1.07T,1.13T
Commercial & Industrial Loans,342.23B,349.79B,443.13B,490.96B,527.75B
Consumer & Installment Loans,255.24B,264.93B,235.4B,251.52B,258.37B
Real Estate Mortgage Loans,375.1B,337.99B,326.45B,326.55B,345.56B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(13.45B),(13.12B),(28.33B),(16.39B),(19.73B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,-2.04%,3.95%,7.78%,5.63%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",14.93B,34B,35.12B,34.96B,35.52B
Other Assets (Including Intangibles),171.91B,168.51B,184.02B,214.9B,218.66B
Other Assets,123.7B,119.87B,133.99B,163.7B,165.77B
Intangible Assets,48.22B,48.64B,50.03B,51.2B,52.89B
Interest Receivables,73.2B,72.86B,90.5B,102.57B,125.19B
Total Assets,2.62T,2.69T,3.38T,3.74T,3.67T
Assets - Total Growth,-,2.47%,25.95%,10.60%,-2.08%
Return On Average Assets,-,-,-,-,1.01%
