Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.29B,1.08B,2.47B,1.49B,2.16B
Cash & Short Term Investments Growth,-,-16.16%,127.58%,-39.76%,45.09%
Cash Only,401M,888M,1.77B,1.48B,2.16B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.57%,3.56%,6.97%,4.04%,5.93%
Total Accounts Receivable,4.27B,3.28B,3.6B,4.95B,3.8B
Total Accounts Receivable Growth,-,-23.09%,9.73%,37.51%,-23.30%
"Accounts Receivables, Net",3.5B,3.1B,3.44B,4.81B,3.59B
"Accounts Receivables, Gross",3.52B,3.12B,3.46B,4.81B,3.6B
Bad Debt/Doubtful Accounts,(16M),(16M),(15M),(6M),(6M)
Other Receivable,762M,178M,158M,141M,203M
Accounts Receivable Turnover,9.14,10.59,7.71,9.33,13.27
Inventories,4.57B,4.64B,4.41B,4.96B,4.87B
Finished Goods,3.07B,3.08B,2.82B,3.33B,3.03B
Work in Progress,138M,130M,144M,178M,227M
Raw Materials,1.31B,1.38B,1.38B,1.39B,1.55B
Progress Payments & Other,57M,54M,61M,57M,63M
Other Current Assets,436M,504M,1.16B,824M,1.03B
Miscellaneous Current Assets,236M,303M,245M,528M,711M
Total Current Assets,10.57B,9.51B,11.63B,12.22B,11.85B
"Net Property, Plant & Equipment",12.48B,15.6B,15.88B,16.5B,17.11B
"Property, Plant & Equipment - Gross",18.7B,22.73B,22.98B,24.33B,25.45B
Buildings,924M,1.09B,1.24B,1.23B,2.28B
Land & Improvements,364M,359M,376M,334M,321M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",1.78B,1.89B,1.72B,1.68B,1.75B
Accumulated Depreciation,6.22B,7.13B,7.1B,7.83B,8.34B
Total Investments and Advances,2.2B,2.38B,4.97B,5.07B,4.45B
Other Long-Term Investments,118M,277M,244M,282M,158M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.78B,2.76B,2.7B,2.57B,2.49B
Net Goodwill,1.81B,1.89B,1.95B,1.88B,1.83B
Net Other Intangibles,965M,869M,751M,695M,662M
Other Assets,227M,146M,175M,211M,309M
Total Assets,28.28B,30.44B,35.4B,36.74B,36.37B
Total Assets Growth,-,7.63%,16.32%,3.78%,-1.03%
