Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,45.19M,115.56M,378.45M,95.03M,68.78M
Cash & Short Term Investments Growth,-,155.72%,227.49%,-74.89%,-27.62%
Cash Only,45.19M,115.56M,378.45M,95.03M,68.78M
Total Short-Term Investments,-,-,-,-,-
Short-Term Receivables,172.36M,169.34M,143.63M,153.09M,188.86M
Short Term Receivables Growth,-,-1.75%,-15.18%,6.58%,23.37%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,58.77M,53.34M,60.69M,65.11M,61.16M
"Net Property, Plant & Equipments",6.13M,299.88M,294.39M,286.23M,281.32M
Other Assets (Including Intangibles),871.5M,695.48M,484.84M,499.9M,467.52M
Other Assets,170.29M,145.22M,122.17M,120.1M,102.72M
Intangible Assets,701.21M,550.26M,362.67M,379.8M,364.81M
Total Assets,10.94B,11.13B,10.94B,10.79B,10.86B
Total Assets Growth,-,1.71%,-1.75%,-1.32%,0.63%
Return On Average Assets,-,-,-,-,4.46%
