Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.28B,1.63B,1.61B,722M,792M
Cash & Short Term Investments Growth,-,-28.33%,-1.29%,-55.18%,9.70%
Cash Only,2.28B,1.63B,1.61B,722M,792M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.18%,9.29%,14.08%,7.07%,7.72%
Total Accounts Receivable,1.5B,932M,357M,420M,537M
Total Accounts Receivable Growth,-,-37.78%,-61.70%,17.65%,27.86%
"Accounts Receivables, Net",1.05B,583M,328M,367M,506M
"Accounts Receivables, Gross",1.08B,584M,329M,367M,507M
Bad Debt/Doubtful Accounts,(35M),(1M),(1M),-,(1M)
Other Receivable,451M,349M,29M,53M,31M
Accounts Receivable Turnover,9.36,7.62,14.73,11.84,10.55
Inventories,2.49B,1.61B,1.49B,1.4B,1.61B
Finished Goods,668M,524M,528M,478M,490M
Work in Progress,1.37B,741M,629M,631M,748M
Raw Materials,453M,342M,331M,293M,371M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,314M,1.67B,216M,193M,205M
Miscellaneous Current Assets,314M,1.67B,216M,193M,205M
Total Current Assets,6.58B,5.84B,3.67B,2.74B,3.14B
"Net Property, Plant & Equipment",5.7B,2.75B,2.72B,2.58B,2.44B
"Property, Plant & Equipment - Gross",12.47B,5.2B,5.35B,5.35B,5.3B
Buildings,-,-,-,-,-
Land & Improvements,136M,99M,98M,91M,84M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",2.36B,938M,1.03B,1.03B,986M
Accumulated Depreciation,6.77B,2.45B,2.63B,2.77B,2.86B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.42B,4.67B,4.67B,4.62B,4.53B
Net Goodwill,4.5B,4.07B,4.1B,4.07B,4.01B
Net Other Intangibles,919M,599M,571M,549M,521M
Other Assets,416M,4.09B,103M,107M,81M
Total Assets,18.69B,17.56B,11.44B,10.22B,10.26B
Total Assets Growth,-,-6.05%,-34.84%,-10.70%,0.35%
