Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,65.9B,36.81B,9.79B,8.39B,5.41B
Cash & Due from Banks Growth,-,-44.15%,-73.39%,-14.28%,-35.56%
Investments - Total,610.76B,656.03B,832.63B,861.69B,847.25B
Investments Growth,-,7.41%,26.92%,3.49%,-1.68%
Trading Account Securities,266.3B,297.11B,312.74B,294.87B,301.32B
Federal Funds Sold & Securities Purchased,214.84B,194.77B,228.63B,249.71B,247.28B
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,214.84B,194.77B,228.63B,249.71B,247.28B
Treasury Securities,53.48B,62.72B,75.7B,87.67B,82.47B
Federal Agency Securities,32.71B,33.46B,77.08B,75.01B,65.21B
State & Municipal Securities,202M,503M,1.56B,648M,2.63B
Mortgage Backed Securities,3.88B,7.13B,23.91B,18B,8.53B
Other Securities,1.55B,1.91B,3.9B,1.67B,1.1B
Other Investments,37.79B,58.42B,109.11B,134.11B,138.73B
Net Loans,99.82B,118.06B,137.78B,174.3B,199B
Gross Loans - Net of Unearned Income,100.05B,118.41B,138.62B,174.96B,199.84B
Commercial & Industrial Loans,36.91B,48.76B,31.77B,49.02B,42.2B
Consumer & Installment Loans,27.87B,31.61B,64.23B,86.5B,94.67B
Real Estate Mortgage Loans,27.47B,30.18B,35.27B,44.26B,54.46B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(238M),(349M),(835M),(654M),(839M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,18.28%,16.71%,26.50%,14.17%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",-,4B,4.42B,4.27B,4.07B
Other Assets (Including Intangibles),72.96B,76.68B,128.04B,137.02B,120.46B
Other Assets,64.11B,67.43B,111.43B,111.83B,96.19B
Intangible Assets,8.85B,9.25B,16.62B,25.19B,24.27B
Interest Receivables,-,-,-,-,-
Total Assets,854.59B,896.82B,1.12T,1.19T,1.18T
Assets - Total Growth,-,4.94%,24.68%,6.56%,-0.71%
Return On Average Assets,-,-,-,-,0.93%
