Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,72.69M,70.73M,128.01M,76.19M,92.87M
Cash & Short Term Investments Growth,-,-2.69%,80.97%,-40.48%,21.88%
Cash Only,72.69M,70.73M,128.01M,76.19M,92.87M
Total Short-Term Investments,-,-,-,-,-
Short-Term Receivables,-,-,-,419.19M,643.99M
Short Term Receivables Growth,-,-,-,-,53.63%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,43.25M,37.14M,30.93M,300.27M,359.71M
"Net Property, Plant & Equipments",-,264.64M,252.17M,227.95M,264.53M
Other Assets (Including Intangibles),114.88M,124.94M,693.49M,158.9M,55.16M
Other Assets,114.88M,124.94M,693.49M,158.9M,55.16M
Intangible Assets,-,-,-,-,-
Total Assets,7.85B,8.53B,9.4B,10.47B,12.17B
Total Assets Growth,-,8.72%,10.12%,11.48%,16.16%
Return On Average Assets,-,-,-,-,7.59%
