Item,2018,2019,2020,2021,2022
Cash Only,121M,262M,239M,337M,344M
Cash Growth,-,116.53%,-8.78%,41.00%,2.08%
Total Investment Assets,46.79B,53.03B,56.53B,57.75B,52.56B
Investments Growth,-,13.34%,6.60%,2.15%,-8.99%
Total Fixed Income Securities Investment,39.96B,45.08B,48.32B,46.54B,40.42B
Bonds,39.96B,45.08B,48.32B,46.54B,40.42B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,1.21B,1.66B,1.44B,2.09B,1.8B
Common Stocks,1.17B,1.47B,932M,1.51B,1.32B
Non-Redeemable Preferred Stock,44M,186M,506M,585M,486M
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",3.7B,4.22B,4.49B,5.38B,6B
Other Investments,1.92B,2.08B,2.28B,3.73B,4.34B
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,4B,4.38B,4.27B,4.45B,4.95B
Premium Balance Growth,-,9.74%,-2.65%,4.15%,11.34%
"Net Property, Plant & Equipment",1.01B,1.18B,1.12B,1.03B,927M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),4.79B,6.13B,5.89B,6.23B,5.83B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,670M,785M,789M,1.14B,1.36B
Tangible Other Assets,2.17B,2.37B,2.24B,2.32B,1.78B
Intangible Assets,1.95B,2.98B,2.86B,2.77B,2.69B
Total Assets,58.2B,66.11B,69.2B,70.83B,66.36B
Assets - Total - 1 Year Growth,-,13.60%,4.66%,2.36%,-6.31%
Return On Average Assets,-,-,-,-,2.65%
