Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.07B,1.47B,4.72B,4.79B,3B
Cash & Short Term Investments Growth,-,-29.21%,221.43%,1.48%,-37.31%
Cash Only,2.07B,1.47B,4.72B,4.79B,3B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,17.00%,9.03%,25.64%,24.78%,16.57%
Total Accounts Receivable,704.31M,1.11B,756M,861M,1.09B
Total Accounts Receivable Growth,-,57.84%,-32.00%,13.89%,26.13%
"Accounts Receivables, Net",704.31M,1.11B,756M,861M,1.09B
"Accounts Receivables, Gross",708.98M,1.13B,793M,891M,1.12B
Bad Debt/Doubtful Accounts,(4.67M),(17.4M),(37M),(30M),(35M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.41,4.70,6.76,5.57,5.01
Inventories,805.29M,1.23B,1.28B,1.19B,1.33B
Finished Goods,127.02M,191.54M,222M,207M,210M
Work in Progress,237.34M,360.23M,358M,322M,359M
Raw Materials,540.29M,804.69M,881M,850M,959M
Progress Payments & Other,(99.35M),(123.8M),(178M),(194M),(196M)
Other Current Assets,74.67M,1.05B,204M,197M,230M
Miscellaneous Current Assets,74.67M,1.05B,204M,197M,230M
Total Current Assets,3.66B,4.87B,6.96B,7.03B,5.65B
"Net Property, Plant & Equipment",388.33M,756.76M,855M,864M,892M
"Property, Plant & Equipment - Gross",727.98M,1.18B,1.4B,1.5B,1.67B
Buildings,171.27M,407.46M,350M,409M,461M
Land & Improvements,77.46M,95.54M,103M,103M,103M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,339.64M,426.58M,540M,635M,780M
Total Investments and Advances,97.29M,1.25M,-,8M,68M
Other Long-Term Investments,97.29M,1.25M,-,8M,68M
Long-Term Note Receivables,-,7.24M,6M,2M,1M
Intangible Assets,8.01B,10.56B,10.5B,11.36B,11.39B
Net Goodwill,6.22B,7.82B,7.89B,8.57B,8.64B
Net Other Intangibles,1.79B,2.74B,2.61B,2.79B,2.75B
Other Assets,42.87M,60.32M,58M,52M,106M
Total Assets,12.2B,16.25B,18.4B,19.32B,18.11B
Total Assets Growth,-,33.26%,13.17%,5.00%,-6.25%
