Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,10.99B,5.74B,9.55B,5.99B,5.35B
Cash & Short Term Investments Growth,-,-47.79%,66.45%,-37.30%,-10.69%
Cash Only,10.72B,5.51B,8.19B,5.6B,4.95B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.15%,7.31%,10.28%,6.48%,5.80%
Total Accounts Receivable,7.14B,7.82B,8.4B,8.68B,10.16B
Total Accounts Receivable Growth,-,9.52%,7.44%,3.28%,17.09%
"Accounts Receivables, Net",5.98B,6.34B,6.69B,7.03B,8.04B
"Accounts Receivables, Gross",6.08B,6.45B,6.89B,7.17B,8.19B
Bad Debt/Doubtful Accounts,(101M),(105M),(201M),(147M),(150M)
Other Receivable,1.16B,1.48B,1.71B,1.66B,2.12B
Accounts Receivable Turnover,9.05,8.59,8.37,9.16,8.50
Inventories,3.13B,3.34B,4.17B,4.35B,5.22B
Finished Goods,1.64B,1.74B,2.25B,2.3B,2.74B
Work in Progress,178M,200M,205M,151M,114M
Raw Materials,1.31B,1.4B,1.72B,1.9B,2.37B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,586M,692M,826M,2.72B,766M
Miscellaneous Current Assets,586M,692M,826M,2.72B,766M
Total Current Assets,21.85B,17.59B,22.95B,21.73B,21.5B
"Net Property, Plant & Equipment",17.59B,20.85B,23.04B,24.43B,26.66B
"Property, Plant & Equipment - Gross",40.16B,44.55B,48.01B,48.85B,52.16B
Buildings,8.94B,9.31B,10.21B,10.28B,10.82B
Land & Improvements,1.08B,1.13B,1.17B,1.12B,1.14B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,22.58B,23.7B,24.97B,24.42B,25.49B
Total Investments and Advances,2.41B,2.68B,2.79B,2.63B,3.89B
Other Long-Term Investments,-,-,-,-,813M
Long-Term Note Receivables,86M,85M,109M,111M,202M
Intangible Assets,30.63B,31.54B,38.07B,37.05B,33.79B
Net Goodwill,14.81B,15.5B,18.76B,18.38B,18.2B
Net Other Intangibles,15.83B,16.04B,19.32B,18.67B,15.59B
Other Assets,721M,1.43B,1.58B,2.13B,1.94B
Total Assets,77.65B,78.55B,92.92B,92.38B,92.19B
Total Assets Growth,-,1.16%,18.30%,-0.58%,-0.21%
