Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,131M,111M,871M,319M,183M
Cash & Short Term Investments Growth,-,-15.27%,684.68%,-63.38%,-42.63%
Cash Only,131M,111M,871M,319M,183M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.59%,2.17%,14.02%,5.04%,2.97%
Total Accounts Receivable,600M,631M,648M,604M,681M
Total Accounts Receivable Growth,-,5.17%,2.69%,-6.79%,12.75%
"Accounts Receivables, Net",590M,614M,628M,582M,659M
"Accounts Receivables, Gross",597M,618M,638M,590M,668M
Bad Debt/Doubtful Accounts,(7M),(4M),(10M),(8M),(9M)
Other Receivable,10M,17M,20M,22M,22M
Accounts Receivable Turnover,10.21,9.85,10.37,12.15,10.44
Inventories,506M,512M,454M,752M,755M
Finished Goods,395M,411M,340M,543M,593M
Work in Progress,9M,6M,7M,11M,16M
Raw Materials,129M,125M,140M,229M,191M
Progress Payments & Other,(27M),(30M),(33M),(31M),(45M)
Other Current Assets,74M,51M,47M,154M,106M
Miscellaneous Current Assets,74M,51M,47M,154M,106M
Total Current Assets,1.31B,1.31B,2.02B,1.83B,1.73B
"Net Property, Plant & Equipment",996M,1.03B,1.39B,1.65B,1.69B
"Property, Plant & Equipment - Gross",3.06B,3.18B,3.62B,4.04B,4.22B
Buildings,574M,596M,642M,707M,729M
Land & Improvements,131M,138M,145M,148M,166M
Computer Software and Equipment,467M,452M,466M,475M,505M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.06B,2.15B,2.22B,2.38B,2.53B
Total Investments and Advances,55M,57M,63M,79M,52M
Other Long-Term Investments,-,-,1M,24M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.53B,2.5B,2.47B,2.49B,2.44B
Net Goodwill,1.6B,1.59B,1.58B,1.58B,1.56B
Net Other Intangibles,929M,912M,894M,918M,884M
Other Assets,167M,217M,265M,280M,245M
Total Assets,5.06B,5.12B,6.21B,6.33B,6.16B
Total Assets Growth,-,1.11%,21.44%,1.95%,-2.78%
