Item,2019,2020,2021,2022,2023
Cash & Short Term Investments,7.76B,9.47B,17.74B,14.76B,8.63B
Cash & Short Term Investments Growth,-,22.03%,87.44%,-16.80%,-41.57%
Cash Only,7.76B,9.47B,17.74B,14.76B,8.63B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.54%,4.00%,7.03%,6.03%,3.55%
Total Accounts Receivable,6.28B,6.28B,6.52B,8.28B,7.93B
Total Accounts Receivable Growth,-,0.02%,3.69%,27.07%,-4.19%
"Accounts Receivables, Net",6.28B,6.28B,6.52B,8.28B,7.93B
"Accounts Receivables, Gross",6.28B,6.28B,6.52B,8.28B,7.93B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,81.87,83.38,85.81,69.17,77.06
Inventories,44.27B,44.44B,44.95B,56.51B,56.58B
Finished Goods,44.27B,44.44B,44.95B,56.51B,56.58B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.59B,1.62B,20.86B,1.52B,2.52B
Miscellaneous Current Assets,3.59B,1.62B,20.86B,1.52B,2.52B
Total Current Assets,61.9B,61.81B,90.07B,81.07B,75.66B
"Net Property, Plant & Equipment",111.4B,127.05B,109.85B,112.62B,119.23B
"Property, Plant & Equipment - Gross",198.57B,216.87B,198.22B,207.43B,220.84B
Buildings,101.01B,105.67B,97.58B,100.38B,104.55B
Land & Improvements,24.53B,24.62B,19.31B,19.2B,19.32B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",54.49B,58.61B,56.64B,60.28B,65.24B
Accumulated Depreciation,87.18B,89.82B,88.37B,94.81B,101.61B
Total Investments and Advances,-,5.44B,14.96B,11.89B,10.67B
Other Long-Term Investments,-,5.44B,14.96B,11.89B,10.67B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,31.18B,36.27B,33.88B,33.81B,32.47B
Net Goodwill,31.18B,31.07B,28.98B,29.01B,28.17B
Net Other Intangibles,-,5.2B,4.9B,4.8B,-
Other Assets,13.03B,4.02B,1.9B,3.99B,3.66B
Total Assets,219.3B,236.5B,252.5B,244.86B,243.2B
Total Assets Growth,-,7.84%,6.77%,-3.02%,-0.68%
