Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,4.23B,5.86B,8.81B,10.6B,11.99B
Cash & Short Term Investments Growth,-,38.67%,50.38%,20.34%,13.10%
Cash Only,4.23B,5.79B,8.65B,10.42B,7.06B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,23.62%,29.52%,38.13%,42.32%,43.79%
Total Accounts Receivable,1.04B,848M,1.05B,972M,1.2B
Total Accounts Receivable Growth,-,-18.07%,24.06%,-7.60%,23.87%
"Accounts Receivables, Net",1.04B,848M,1.05B,972M,1.2B
"Accounts Receivables, Gross",1.23B,980M,1.14B,1.01B,1.2B
Bad Debt/Doubtful Accounts,(190M),(132M),(83M),(36M),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.24,7.61,7.69,9.06,6.21
Inventories,43M,32M,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,803M,553M,702M,981M,1.27B
Miscellaneous Current Assets,803M,553M,702M,981M,1.27B
Total Current Assets,6.11B,7.29B,10.57B,12.56B,14.47B
"Net Property, Plant & Equipment",282M,485M,452M,406M,403M
"Property, Plant & Equipment - Gross",1.05B,1.23B,1.29B,1.26B,1.2B
Buildings,4M,4M,4M,4M,3M
Land & Improvements,1M,1M,1M,1M,1M
Computer Software and Equipment,700M,654M,704M,703M,653M
"Other Property, Plant & Equipment",347M,343M,341M,317M,334M
Accumulated Depreciation,770M,749M,841M,856M,798M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,10.56B,10.35B,10.38B,10.46B,11.01B
Net Goodwill,9.76B,9.76B,9.77B,9.8B,9.93B
Net Other Intangibles,800M,585M,611M,658M,1.08B
Other Assets,482M,426M,398M,260M,298M
Total Assets,17.89B,19.85B,23.11B,25.06B,27.38B
Total Assets Growth,-,10.93%,16.45%,8.43%,9.29%
