Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,296M,724M,1.88B,1.35B,944M
Cash & Short Term Investments Growth,-,144.59%,158.98%,-28.05%,-30.02%
Cash Only,296M,724M,1.88B,1.35B,944M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.10%,9.39%,21.43%,16.30%,11.87%
Total Accounts Receivable,1.03B,1.04B,923M,953M,1.1B
Total Accounts Receivable Growth,-,0.48%,-10.91%,3.25%,15.01%
"Accounts Receivables, Net",1.03B,1.04B,923M,953M,1.1B
"Accounts Receivables, Gross",1.07B,1.07B,969M,997M,1.15B
Bad Debt/Doubtful Accounts,(35M),(35M),(46M),(44M),(50M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.05,5.07,5.28,5.46,5.06
Inventories,595M,539M,558M,700M,799M
Finished Goods,248M,212M,221M,236M,286M
Work in Progress,45M,47M,49M,58M,58M
Raw Materials,302M,280M,288M,406M,455M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,172M,151M,167M,158M,173M
Miscellaneous Current Assets,172M,151M,167M,158M,173M
Total Current Assets,2.09B,2.45B,3.52B,3.16B,3.01B
"Net Property, Plant & Equipment",656M,899M,929M,948M,940M
"Property, Plant & Equipment - Gross",1.63B,1.94B,2.09B,2.13B,2.1B
Buildings,326M,339M,369M,370M,360M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",131M,142M,153M,158M,162M
Accumulated Depreciation,976M,1.04B,1.16B,1.18B,1.16B
Total Investments and Advances,-,4M,-,8M,79M
Other Long-Term Investments,-,4M,-,8M,79M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.21B,4.01B,3.95B,3.81B,3.65B
Net Goodwill,2.98B,2.84B,2.85B,2.79B,2.72B
Net Other Intangibles,1.23B,1.17B,1.09B,1.02B,930M
Other Assets,124M,118M,95M,126M,126M
Total Assets,7.22B,7.71B,8.75B,8.28B,7.95B
Total Assets Growth,-,6.76%,13.49%,-5.42%,-3.91%
