Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,192.6M,101.3M,391.1M,334.3M,169.9M
Cash & Short Term Investments Growth,-,-47.40%,286.08%,-14.52%,-49.18%
Cash Only,192.6M,101.3M,391.1M,334.3M,169.9M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.25%,0.60%,2.27%,2.02%,1.05%
Total Accounts Receivable,385.6M,503.8M,551.4M,533.7M,524.7M
Total Accounts Receivable Growth,-,30.65%,9.45%,-3.21%,-1.69%
"Accounts Receivables, Net",385.6M,503.8M,551.4M,533.7M,524.7M
"Accounts Receivables, Gross",386.7M,505.6M,554.4M,536.1M,527M
Bad Debt/Doubtful Accounts,(1.1M),(1.8M),(3M),(2.4M),(2.3M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,19.08,15.56,14.15,14.99,15.24
Inventories,854.4M,910.3M,895.3M,959.9M,1.09B
Finished Goods,461.2M,518.3M,498.1M,543.8M,638.6M
Work in Progress,80.9M,72.5M,65.4M,63.8M,65.8M
Raw Materials,312.3M,319.5M,331.8M,352.3M,384.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,122.4M,109.8M,134.9M,113.8M,226.2M
Miscellaneous Current Assets,122.4M,109.8M,134.9M,113.8M,226.2M
Total Current Assets,1.56B,1.63B,1.97B,1.94B,2.01B
"Net Property, Plant & Equipment",1.73B,1.91B,2.12B,2.14B,2.24B
"Property, Plant & Equipment - Gross",3.26B,3.53B,3.89B,3.99B,4.22B
Buildings,812.6M,903.2M,977.9M,967M,959.7M
Land & Improvements,120.1M,122.1M,129.5M,124.3M,120.4M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.53B,1.62B,1.77B,1.84B,1.98B
Total Investments and Advances,46.2M,40.9M,38.6M,31M,26.6M
Other Long-Term Investments,46.2M,40.9M,38.6M,31M,26.6M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,11.86B,13.03B,12.73B,12.06B,11.67B
Net Goodwill,5.94B,6.31B,6.3B,6.02B,6.02B
Net Other Intangibles,5.92B,6.72B,6.43B,6.04B,5.65B
Other Assets,112.2M,103.1M,107.8M,103.2M,112.1M
Total Assets,15.43B,16.87B,17.22B,16.51B,16.25B
Total Assets Growth,-,9.36%,2.02%,-4.07%,-1.61%
