Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.12B,911.23M,1.44B,1.37B,894.39M
Cash & Short Term Investments Growth,-,-18.41%,57.63%,-4.87%,-34.55%
Cash Only,926.75M,773.92M,914.12M,1.12B,854.77M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,41.26%,32.70%,39.33%,35.87%,25.54%
Total Accounts Receivable,291.27M,362.37M,497.51M,550.75M,491.15M
Total Accounts Receivable Growth,-,24.41%,37.29%,10.70%,-10.82%
"Accounts Receivables, Net",291.27M,362.37M,497.51M,550.75M,491.15M
"Accounts Receivables, Gross",292.94M,364.1M,499.54M,552.76M,493.1M
Bad Debt/Doubtful Accounts,(1.67M),(1.74M),(2.03M),(2.01M),(1.96M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.21,6.33,6.27,6.72,6.42
Inventories,153.54M,196.69M,222.19M,243.33M,325.02M
Finished Goods,33.16M,45.4M,82.65M,49.95M,30.97M
Work in Progress,31.01M,32.7M,25.41M,37.74M,37.98M
Raw Materials,89.37M,118.6M,114.13M,155.64M,256.07M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,170.83M,188.6M,259.34M,415.72M,547.37M
Miscellaneous Current Assets,8.31M,11.9M,9.25M,9.45M,14.4M
Total Current Assets,1.73B,1.66B,2.42B,2.58B,2.26B
"Net Property, Plant & Equipment",279.82M,377.76M,449.37M,456.05M,492.42M
"Property, Plant & Equipment - Gross",961.46M,1.11B,1.24B,1.31B,1.4B
Buildings,105.94M,107.28M,108.22M,126.47M,128.99M
Land & Improvements,16.56M,16.56M,17.21M,17.21M,18.48M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",142.92M,923.51M,1.05B,1.09B,1.15B
Accumulated Depreciation,681.64M,729.67M,789.52M,-,-
Total Investments and Advances,87.73M,104.49M,117.98M,133.86M,110.78M
Other Long-Term Investments,87.73M,104.49M,117.98M,133.86M,110.78M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,507.33M,541.91M,554.8M,501.66M,456.67M
Net Goodwill,381.85M,416.43M,453.86M,426.02M,403.2M
Net Other Intangibles,125.48M,125.48M,100.94M,75.64M,53.48M
Other Assets,28.39M,28.79M,26.85M,39.21M,40.69M
Total Assets,2.71B,2.79B,3.65B,3.81B,3.5B
Total Assets Growth,-,2.97%,31.05%,4.30%,-8.09%
