Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,396.22M,397.25M,513.08M,385.5M,380.87M
Cash & Short Term Investments Growth,-,0.26%,29.16%,-24.86%,-1.20%
Cash Only,396.22M,397.25M,513.08M,385.5M,380.87M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.74%,4.58%,5.61%,3.71%,3.50%
Total Accounts Receivable,1.24B,1.23B,1.15B,1.36B,1.53B
Total Accounts Receivable Growth,-,-0.73%,-6.48%,17.94%,12.44%
"Accounts Receivables, Net",1.24B,1.23B,1.15B,1.36B,1.53B
"Accounts Receivables, Gross",1.27B,1.26B,1.19B,1.4B,1.57B
Bad Debt/Doubtful Accounts,(28.47M),(29.38M),(40.47M),(40.13M),(39.4M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.63,5.79,5.80,5.82,5.57
Inventories,748.8M,806.14M,835.8M,1.19B,1.37B
Finished Goods,265.72M,280.05M,304.76M,377.8M,458.88M
Work in Progress,154.88M,162.67M,152.36M,271.66M,230.87M
Raw Materials,439.62M,467.91M,497.6M,671.2M,812.07M
Progress Payments & Other,(111.42M),(104.49M),(118.92M),(129.56M),(135.2M)
Other Current Assets,117.55M,112.95M,118.07M,126.16M,148.04M
Miscellaneous Current Assets,117.55M,112.95M,118.07M,126.16M,148.04M
Total Current Assets,2.5B,2.55B,2.62B,3.06B,3.42B
"Net Property, Plant & Equipment",806.5M,997.34M,897.5M,1.13B,1.2B
"Property, Plant & Equipment - Gross",2.14B,2.39B,2.4B,2.63B,2.78B
Buildings,529.98M,527.19M,570.37M,582.31M,620.5M
Land & Improvements,53.62M,56.58M,60.29M,63.66M,62.5M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.33B,1.39B,1.51B,1.51B,1.57B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.81B,4.84B,5.16B,5.92B,6B
Net Goodwill,3.68B,3.78B,4.07B,4.56B,4.67B
Net Other Intangibles,1.13B,1.06B,1.08B,1.36B,1.33B
Other Assets,243.94M,285.35M,479.08M,264.18M,232.25M
Total Assets,8.37B,8.67B,9.15B,10.4B,10.9B
Total Assets Growth,-,3.63%,5.57%,13.68%,4.74%
