Item,2017,2018,2019,2020,2021
Cash & Short Term Investments,38.4M,121.1M,148.4M,125.6M,94.9M
Cash & Short Term Investments Growth,-,215.36%,22.54%,-15.36%,-24.44%
Cash Only,38.4M,121.1M,148.4M,125.6M,94.9M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.18%,0.52%,0.62%,0.54%,0.38%
Total Accounts Receivable,944.7M,1.15B,905.4M,825.4M,925.2M
Total Accounts Receivable Growth,-,21.40%,-21.06%,-8.84%,12.09%
"Accounts Receivables, Net",944.7M,1.15B,905.4M,825.4M,925.2M
"Accounts Receivables, Gross",963M,1.17B,924.6M,877.7M,948.7M
Bad Debt/Doubtful Accounts,(18.3M),(21.1M),(19.2M),(52.3M),(23.5M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.16,4.46,5.75,5.67,5.30
Inventories,471.1M,422.5M,424.7M,401.1M,498.7M
Finished Goods,365.2M,321.5M,304.5M,259.6M,359.6M
Work in Progress,-,-,-,-,-
Raw Materials,105.9M,101M,120.2M,141.5M,139.1M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,309.1M,364.9M,375.4M,307.3M,402M
Miscellaneous Current Assets,309.1M,364.9M,375.4M,307.3M,402M
Total Current Assets,1.76B,2.06B,1.85B,1.66B,1.92B
"Net Property, Plant & Equipment",14.36B,15.54B,16.98B,16.66B,17.92B
"Property, Plant & Equipment - Gross",21.65B,22.82B,24.61B,24.22B,25.21B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",623.3M,38.7M,39.3M,2.92B,2.15B
Accumulated Depreciation,7.29B,7.28B,7.63B,7.56B,7.29B
Total Investments and Advances,209.6M,206.1M,230.2M,254.8M,273.5M
Other Long-Term Investments,204.1M,204M,228.9M,254.8M,272.7M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.92B,1.91B,1.49B,1.49B,1.49B
Net Goodwill,1.69B,1.69B,1.49B,1.49B,1.49B
Net Other Intangibles,231.7M,220.7M,-,-,-
Other Assets,1.71B,2.09B,2.11B,1.98B,2.56B
Total Assets,21.24B,23.31B,24.07B,23.24B,25.26B
Total Assets Growth,-,9.74%,3.29%,-3.46%,8.69%
