Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,353.98M,393.03M,1.21B,346.77M,345.39M
Cash & Short Term Investments Growth,-,11.03%,208.58%,-71.41%,-0.40%
Cash Only,353.98M,393.03M,1.21B,346.77M,345.39M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.09%,3.99%,11.71%,2.91%,2.78%
Total Accounts Receivable,791.11M,817.8M,666.44M,924.49M,1.04B
Total Accounts Receivable Growth,-,3.37%,-18.51%,38.72%,12.39%
"Accounts Receivables, Net",791.11M,817.8M,666.44M,924.49M,1.04B
"Accounts Receivables, Gross",800.41M,829.04M,679.14M,935.69M,1.04B
Bad Debt/Doubtful Accounts,(9.3M),(11.24M),(12.7M),(11.2M),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.13,6.31,6.81,6.00,5.92
Inventories,624.74M,624.57M,559.17M,769.18M,1.04B
Finished Goods,107.29M,99.77M,81.62M,89.99M,130.99M
Work in Progress,117.9M,118.24M,102.95M,122.36M,138.04M
Raw Materials,399.56M,406.55M,374.61M,556.83M,775.25M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,66.32M,190.38M,84.03M,88.33M,99.31M
Miscellaneous Current Assets,66.32M,190.38M,84.03M,88.33M,99.31M
Total Current Assets,1.84B,2.03B,2.52B,2.13B,2.53B
"Net Property, Plant & Equipment",554.13M,728.59M,693.76M,787.06M,805.94M
"Property, Plant & Equipment - Gross",1.38B,1.58B,1.62B,1.7B,1.79B
Buildings,315.25M,295.89M,302.16M,344M,365.68M
Land & Improvements,41.75M,33.52M,33.38M,41.71M,55.92M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,825.23M,855.14M,928.43M,-,985.55M
Total Investments and Advances,7.66M,8.39M,8.97M,10.7M,9.86M
Other Long-Term Investments,7.66M,8.39M,8.97M,10.7M,9.86M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.02B,6.81B,6.85B,8.61B,8.71B
Net Goodwill,3.61B,4.05B,4.22B,5.24B,5.37B
Net Other Intangibles,2.4B,2.76B,2.62B,3.37B,3.34B
Other Assets,238.58M,259.18M,271.55M,337.3M,321.76M
Total Assets,8.66B,9.84B,10.36B,11.9B,12.43B
Total Assets Growth,-,13.65%,5.21%,14.88%,4.48%
