Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,11.85B,10.29B,16.18B,10.29B,7.21B
Cash & Short Term Investments Growth,-,-13.19%,57.30%,-36.42%,-29.88%
Cash Only,2.57B,4.24B,16.18B,10.29B,7.21B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.02%,8.94%,13.41%,8.62%,6.15%
Total Accounts Receivable,4.69B,4.95B,4.18B,4.73B,5.14B
Total Accounts Receivable Growth,-,5.66%,-15.61%,13.09%,8.85%
"Accounts Receivables, Net",4.69B,4.95B,4.18B,4.73B,5.14B
"Accounts Receivables, Gross",4.69B,4.95B,4.18B,4.73B,5.14B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,14.26,13.67,16.98,16.11,15.59
Inventories,4.74B,5.02B,5.5B,5.98B,6.92B
Finished Goods,2.82B,3.12B,3.41B,3.62B,3.9B
Work in Progress,588M,612M,674M,719M,856M
Raw Materials,1.34B,1.29B,1.41B,1.65B,2.17B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.05B,2.22B,2.13B,2.1B,2.37B
Miscellaneous Current Assets,2.05B,2.22B,2.13B,2.1B,2.37B
Total Current Assets,23.32B,22.47B,27.99B,23.09B,21.65B
"Net Property, Plant & Equipment",20.6B,21.27B,21.54B,22.49B,21.96B
"Property, Plant & Equipment - Gross",41.85B,43.39B,44.62B,47.51B,47.46B
Buildings,7.19B,7.75B,7.7B,8.17B,8.09B
Land & Improvements,841M,805M,777M,808M,756M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,21.25B,22.12B,23.08B,25.01B,25.5B
Total Investments and Advances,141M,169M,67M,192M,140M
Other Long-Term Investments,141M,169M,67M,192M,140M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,69.08B,64.49B,63.69B,64.57B,63.38B
Net Goodwill,45.18B,40.27B,39.9B,40.92B,39.7B
Net Other Intangibles,23.9B,24.22B,23.79B,23.64B,23.68B
Other Assets,5.17B,6.69B,7.41B,8.96B,10.08B
Total Assets,118.31B,115.1B,120.7B,119.31B,117.21B
Total Assets Growth,-,-2.72%,4.87%,-1.15%,-1.76%
