Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.1B,1.33B,3.65B,3.55B,1.95B
Cash & Short Term Investments Growth,-,20.73%,174.85%,-2.66%,-45.17%
Cash Only,1.1B,1.33B,3.65B,3.55B,1.95B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.75%,2.06%,5.38%,5.30%,2.74%
Total Accounts Receivable,3.01B,2.93B,2.95B,3.19B,3.91B
Total Accounts Receivable Growth,-,-2.63%,0.92%,7.92%,22.55%
"Accounts Receivables, Net",2.26B,2.21B,2.3B,2.34B,3.09B
"Accounts Receivables, Gross",2.35B,2.29B,2.38B,2.42B,3.19B
Bad Debt/Doubtful Accounts,(87M),(79M),(84M),(86M),(104M)
Other Receivable,744M,715M,657M,851M,819M
Accounts Receivable Turnover,8.63,8.84,9.00,9.01,8.06
Inventories,2.59B,2.55B,2.65B,2.71B,3.38B
Finished Goods,1.99B,1.95B,2.06B,2.05B,2.5B
Work in Progress,-,-,-,-,-
Raw Materials,726M,707M,718M,770M,1.03B
Progress Payments & Other,(121M),(114M),(130M),(116M),(151M)
Other Current Assets,906M,829M,728M,893M,855M
Miscellaneous Current Assets,906M,829M,728M,893M,855M
Total Current Assets,7.6B,7.63B,9.98B,10.34B,10.09B
"Net Property, Plant & Equipment",8.48B,9.3B,9.66B,9.27B,9.68B
"Property, Plant & Equipment - Gross",15.25B,16.11B,16.99B,16.71B,16.89B
Buildings,2.98B,3.14B,3.25B,3.14B,3.25B
Land & Improvements,424M,422M,422M,379M,378M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.76B,6.8B,7.33B,7.43B,7.21B
Total Investments and Advances,7.12B,7.18B,6.04B,5.29B,4.88B
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,38.73B,38.81B,40.38B,40.27B,43.16B
Net Goodwill,20.73B,20.85B,21.9B,21.98B,23.45B
Net Other Intangibles,18B,17.96B,18.48B,18.29B,19.71B
Other Assets,538M,875M,964M,1.38B,2.88B
Total Assets,62.73B,64.52B,67.81B,67.09B,71.16B
Total Assets Growth,-,2.85%,5.11%,-1.06%,6.06%
