Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,258.1M,284.3M,284.9M,196.1M,197.8M
Cash & Short Term Investments Growth,-,10.15%,0.21%,-31.17%,0.87%
Cash Only,232M,253.7M,252.3M,162.7M,166.5M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.99%,5.18%,4.68%,2.46%,2.49%
Total Accounts Receivable,1.24B,1.23B,1.25B,1.44B,1.38B
Total Accounts Receivable Growth,-,-0.50%,1.18%,15.27%,-4.24%
"Accounts Receivables, Net",1.21B,1.23B,1.25B,1.44B,1.38B
"Accounts Receivables, Gross",1.23B,1.26B,1.29B,1.47B,1.41B
Bad Debt/Doubtful Accounts,(21.1M),(27.1M),(44.6M),(33M),(34.4M)
Other Receivable,27M,-,-,-,-
Accounts Receivable Turnover,5.77,5.73,5.59,5.84,6.56
Inventories,651.4M,663M,717.2M,907.2M,1.01B
Finished Goods,218.5M,230.4M,238.3M,280.5M,297.2M
Work in Progress,196.7M,201M,210.3M,233.1M,255.1M
Raw Materials,236.2M,231.6M,268.6M,393.6M,457.6M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,148.8M,159.8M,166.1M,192.7M,196.7M
Miscellaneous Current Assets,148.8M,159.8M,166.1M,192.7M,196.7M
Total Current Assets,2.3B,2.34B,2.42B,2.73B,2.78B
"Net Property, Plant & Equipment",1.14B,1.35B,1.51B,1.66B,1.7B
"Property, Plant & Equipment - Gross",3.05B,3.31B,3.64B,3.81B,3.91B
Buildings,643.1M,687.4M,746.4M,777.6M,781M
Land & Improvements,28M,25.1M,26.1M,28.6M,29.3M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.92B,1.96B,2.13B,2.15B,2.21B
Total Investments and Advances,6.7M,8.8M,5.3M,49.3M,85.5M
Other Long-Term Investments,-,-,-,49.3M,85.5M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.22B,1.21B,1.5B,2.92B,2.81B
Net Goodwill,941.8M,930.8M,1.14B,1.88B,1.86B
Net Other Intangibles,279.5M,279.3M,361.3M,1.03B,948.6M
Other Assets,308.8M,355.1M,462M,480.6M,455M
Total Assets,5.18B,5.49B,6.08B,7.97B,7.95B
Total Assets Growth,-,6.01%,10.84%,31.03%,-0.26%
