Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,96.6M,155.4M,423.6M,351.7M,334M
Cash & Short Term Investments Growth,-,60.87%,172.59%,-16.97%,-5.03%
Cash Only,96.6M,155.4M,423.6M,351.7M,334M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.94%,1.50%,3.50%,2.73%,2.54%
Total Accounts Receivable,518.1M,502.9M,528.5M,549.5M,573.7M
Total Accounts Receivable Growth,-,-2.93%,5.09%,3.97%,4.40%
"Accounts Receivables, Net",518.1M,502.9M,528.5M,549.5M,573.7M
"Accounts Receivables, Gross",524.5M,508.5M,533.7M,554.7M,581M
Bad Debt/Doubtful Accounts,(6.4M),(5.6M),(5.2M),(5.2M),(7.3M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,10.24,10.63,10.60,11.50,11.07
Inventories,786.3M,801.2M,1.03B,1.18B,1.34B
Finished Goods,406.1M,413.3M,499.3M,556.2M,649M
Work in Progress,-,-,-,-,-
Raw Materials,380.2M,387.9M,533.3M,626.1M,691.1M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,78.9M,90.7M,98.9M,112.3M,138.9M
Miscellaneous Current Assets,51.7M,54.7M,60.9M,70.6M,77.2M
Total Current Assets,1.48B,1.55B,2.08B,2.2B,2.39B
"Net Property, Plant & Equipment",985.1M,1.03B,1.28B,1.42B,1.58B
"Property, Plant & Equipment - Gross",2.07B,2.17B,2.55B,2.76B,2.96B
Buildings,626.2M,658.5M,698.2M,694.7M,738.8M
Land & Improvements,62.6M,67.5M,87.2M,95.1M,90.1M
Computer Software and Equipment,325.1M,351.4M,397.8M,416.1M,412.2M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.08B,1.14B,1.27B,1.34B,1.39B
Total Investments and Advances,288M,310.4M,322.9M,301.3M,283M
Other Long-Term Investments,120.8M,124.4M,129.9M,137.3M,115.1M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,7.4B,7.35B,8.23B,8.79B,8.6B
Net Goodwill,4.53B,4.51B,4.99B,5.34B,5.21B
Net Other Intangibles,2.87B,2.85B,3.24B,3.45B,3.39B
Other Assets,102.2M,120.3M,176.3M,202.2M,276.9M
Total Assets,10.26B,10.36B,12.09B,12.91B,13.12B
Total Assets Growth,-,1.03%,16.67%,6.75%,1.70%
