Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,855.13M,3.37B,756.32M,772.23M,6.68B
Cash & Short Term Investments Growth,-,294.17%,-77.56%,2.10%,764.46%
Cash Only,822.14M,3.22B,685.51M,733.12M,6.65B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.58%,19.18%,3.83%,3.80%,25.73%
Total Accounts Receivable,2.47B,2.46B,2.13B,2.54B,2.91B
Total Accounts Receivable Growth,-,-0.38%,-13.57%,19.44%,14.53%
"Accounts Receivables, Net",2.29B,2.15B,1.89B,2.22B,2.37B
"Accounts Receivables, Gross",2.3B,2.16B,1.9B,2.23B,2.38B
Bad Debt/Doubtful Accounts,(9.67M),(8.87M),(11.64M),(12.08M),(10M)
Other Receivable,179.15M,310.71M,244.87M,326.32M,543.76M
Accounts Receivable Turnover,5.78,5.81,6.43,5.64,5.44
Inventories,1.62B,1.68B,1.81B,2.09B,2.21B
Finished Goods,673.32M,663.07M,694.58M,733.74M,811.7M
Work in Progress,765.84M,850.78M,881.1M,1.09B,1.13B
Raw Materials,182.15M,164.29M,238.95M,266.92M,274.35M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,134.89M,159.77M,184.16M,209.78M,242.62M
Miscellaneous Current Assets,-,-,184.16M,209.78M,242.62M
Total Current Assets,5.09B,7.67B,4.89B,5.62B,12.05B
"Net Property, Plant & Equipment",1.86B,1.77B,2.43B,2.4B,2.26B
"Property, Plant & Equipment - Gross",5.22B,5.19B,5.95B,6.17B,6.03B
Buildings,1.58B,1.57B,1.77B,1.85B,1.78B
Land & Improvements,289.69M,281.04M,345.75M,342.95M,322.02M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.36B,3.42B,3.52B,3.77B,3.78B
Total Investments and Advances,58.09M,117.78M,74.52M,41.05M,76M
Other Long-Term Investments,7.61M,24.55M,-,-,-
Long-Term Note Receivables,-,1.3M,1.5M,1.88M,794K
Intangible Assets,7.52B,7.24B,11.67B,11.58B,10.88B
Net Goodwill,5.5B,5.45B,7.87B,8.06B,7.74B
Net Other Intangibles,2.02B,1.78B,3.8B,3.52B,3.14B
Other Assets,742.96M,628.69M,549.95M,599.43M,577.85M
Total Assets,15.32B,17.58B,19.74B,20.34B,25.94B
Total Assets Growth,-,14.73%,12.30%,3.06%,27.54%
