Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.16B,1.51B,2.29B,3.61B,5.86B
Cash & Short Term Investments Growth,-,29.80%,51.96%,57.55%,62.28%
Cash Only,1.08B,1.47B,1.6B,2.54B,4.68B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,25.48%,25.00%,25.55%,29.05%,8.66%
Total Accounts Receivable,1.27B,1.86B,2.08B,2.71B,4.13B
Total Accounts Receivable Growth,-,46.49%,11.67%,30.44%,52.44%
"Accounts Receivables, Net",1.24B,1.86B,2.08B,2.71B,4.13B
"Accounts Receivables, Gross",1.24B,1.86B,2.08B,2.71B,4.13B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,34M,-,-,-,-
Accounts Receivable Turnover,5.10,3.62,4.70,6.07,5.72
Inventories,845M,982M,1.4B,1.96B,3.77B
Finished Goods,357M,197M,167M,197M,892M
Work in Progress,354M,691M,1.14B,1.68B,2.65B
Raw Materials,134M,94M,93M,82M,231M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,265M,249M,378M,312M,1.27B
Miscellaneous Current Assets,208M,249M,378M,312M,1.27B
Total Current Assets,3.54B,4.6B,6.14B,8.58B,15.02B
"Net Property, Plant & Equipment",348M,705M,849M,1.07B,1.97B
"Property, Plant & Equipment - Gross",1.06B,1.47B,1.76B,2.2B,3.48B
Buildings,-,-,-,-,594M
Land & Improvements,-,-,-,-,120M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",179M,203M,208M,206M,-
Accumulated Depreciation,707M,768M,912M,1.13B,1.51B
Total Investments and Advances,79M,88M,109M,135M,83M
Other Long-Term Investments,21M,30M,46M,66M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,515M,499M,518M,617M,24.54B
Net Goodwill,289M,289M,289M,289M,24.18B
Net Other Intangibles,226M,210M,229M,328M,362M
Other Assets,59M,117M,98M,1.08B,25.91B
Total Assets,4.56B,6.03B,8.96B,12.42B,67.58B
Total Assets Growth,-,32.31%,48.67%,38.57%,444.17%
