Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,310.8M,276.9M,313.3M,351M,496.9M
Cash & Short Term Investments Growth,-,-10.91%,13.15%,12.03%,41.57%
Cash Only,275.1M,229.3M,245.4M,341.9M,432.7M
Total Short-Term Investments,35.7M,47.6M,67.9M,9.1M,64.2M
Short-Term Receivables,357.7M,300.7M,423M,448.9M,521M
Short Term Receivables Growth,-,-15.94%,40.67%,6.12%,16.06%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,34.2M,61.4M,64.9M,64M,65M
"Net Property, Plant & Equipments",76.6M,100.4M,193.6M,217.6M,222.2M
Other Assets (Including Intangibles),4.49B,4.35B,5.52B,5.52B,5.48B
Other Assets,43.6M,49.6M,857.8M,790.7M,638.2M
Intangible Assets,4.45B,4.3B,4.66B,4.73B,4.84B
Total Assets,5.36B,5.17B,6.6B,6.91B,7.22B
Total Assets Growth,-,-3.54%,27.65%,4.68%,4.54%
Return On Average Assets,-,-,-,-,3.31%
