Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.13B,952M,3.12B,3.03B,3.53B
Cash & Short Term Investments Growth,-,-15.68%,227.21%,-2.86%,16.56%
Cash Only,1.13B,952M,3.12B,3.03B,3.53B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.19%,4.25%,12.41%,11.56%,13.52%
Total Accounts Receivable,3.24B,3.35B,3.44B,2.91B,3.37B
Total Accounts Receivable Growth,-,3.37%,2.66%,-15.45%,15.97%
"Accounts Receivables, Net",3.09B,3.16B,3.3B,2.91B,3.37B
"Accounts Receivables, Gross",3.23B,3.21B,3.38B,2.91B,3.37B
Bad Debt/Doubtful Accounts,(141M),(45M),(89M),-,-
Other Receivable,152M,184M,142M,-,-
Accounts Receivable Turnover,5.84,5.56,5.08,7.09,6.06
Inventories,1.36B,1.33B,1.63B,1.97B,2.64B
Finished Goods,925M,922M,1.12B,1.21B,1.53B
Work in Progress,102M,120M,143M,197M,230M
Raw Materials,336M,290M,363M,559M,884M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,378M,327M,343M,3.51B,342M
Miscellaneous Current Assets,378M,327M,343M,3.51B,342M
Total Current Assets,6.11B,5.96B,8.52B,11.41B,9.88B
"Net Property, Plant & Equipment",1.65B,2.5B,2.6B,2.47B,2.88B
"Property, Plant & Equipment - Gross",3.54B,4.59B,4.87B,4.62B,5.17B
Buildings,1.14B,1.14B,1.16B,1.08B,1.25B
Land & Improvements,114M,113M,109M,114M,126M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",473M,583M,677M,685M,737M
Accumulated Depreciation,1.89B,2.1B,2.27B,2.15B,2.28B
Total Investments and Advances,1.77B,1.74B,1.51B,1.59B,1.15B
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,70M,6M
Intangible Assets,11.06B,10.97B,11.18B,9.86B,11.32B
Net Goodwill,9.85B,9.88B,10.14B,9.35B,9.98B
Net Other Intangibles,1.21B,1.08B,1.04B,509M,1.34B
Other Assets,744M,746M,833M,215M,239M
Total Assets,21.74B,22.41B,25.09B,26.17B,26.09B
Total Assets Growth,-,3.08%,11.99%,4.30%,-0.33%
