Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,221.2M,505.5M,1.75B,2.11B,1.61B
Cash & Short Term Investments Growth,-,128.53%,246.37%,20.49%,-23.54%
Cash Only,221.2M,505.5M,1.75B,2.11B,1.61B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.93%,10.92%,10.90%,13.92%,10.92%
Total Accounts Receivable,525.4M,459.1M,861.8M,948.6M,1.12B
Total Accounts Receivable Growth,-,-12.62%,87.72%,10.07%,18.28%
"Accounts Receivables, Net",525.4M,459.1M,861.8M,948.6M,1.12B
"Accounts Receivables, Gross",542.8M,477.5M,912.7M,990.9M,1.17B
Bad Debt/Doubtful Accounts,(17.4M),(18.4M),(50.9M),(42.3M),(47.2M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.12,5.34,4.61,5.43,5.27
Inventories,523.9M,502.5M,716.7M,854.2M,1.03B
Finished Goods,83.4M,71.4M,194.7M,283.4M,338.7M
Work in Progress,58.1M,47.6M,62.2M,88.6M,122.2M
Raw Materials,369.2M,370.5M,451M,506.6M,625M
Progress Payments & Other,13.2M,13M,8.8M,(24.4M),(60.5M)
Other Current Assets,60.7M,76.8M,532.7M,202.5M,206.9M
Miscellaneous Current Assets,60.7M,76.8M,532.7M,202.5M,206.9M
Total Current Assets,1.33B,1.54B,3.86B,4.11B,3.97B
"Net Property, Plant & Equipment",356.6M,380.4M,751.9M,750.4M,751.3M
"Property, Plant & Equipment - Gross",606.6M,678.8M,1.04B,1.11B,1.17B
Buildings,140.8M,135M,278.3M,300.3M,298.2M
Land & Improvements,35M,33.7M,54.3M,60.1M,64.6M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",120.7M,129.2M,53.4M,58.3M,63.1M
Accumulated Depreciation,250M,298.4M,291.1M,357.7M,417.4M
Total Investments and Advances,-,-,-,-,15.1M
Other Long-Term Investments,-,-,-,-,15.1M
Long-Term Note Receivables,103M,122.4M,132.1M,145.1M,154.2M
Intangible Assets,2.66B,2.54B,9.38B,9.89B,9.64B
Net Goodwill,1.29B,1.29B,5.58B,5.98B,6.06B
Net Other Intangibles,1.37B,1.26B,3.8B,3.91B,3.58B
Other Assets,37.1M,36M,1.92B,221.8M,212.9M
Total Assets,4.49B,4.63B,16.06B,15.15B,14.77B
Total Assets Growth,-,3.15%,246.96%,-5.63%,-2.56%
