Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,76M,93M,474M,35M,43M
Cash & Short Term Investments Growth,-,22.37%,409.68%,-92.62%,22.86%
Cash Only,76M,93M,474M,35M,43M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.21%,0.22%,1.04%,0.09%,0.10%
Total Accounts Receivable,1.9B,1.89B,1.67B,1.83B,2.18B
Total Accounts Receivable Growth,-,-0.53%,-11.55%,9.65%,19.23%
"Accounts Receivables, Net",1.79B,1.64B,1.54B,1.7B,2.04B
"Accounts Receivables, Gross",1.84B,1.73B,1.65B,1.79B,2.12B
Bad Debt/Doubtful Accounts,(51M),(91M),(104M),(92M),(79M)
Other Receivable,108M,245M,127M,135M,144M
Accounts Receivable Turnover,7.48,6.68,6.91,8.23,8.81
Inventories,811M,759M,708M,858M,942M
Finished Goods,406M,373M,335M,368M,433M
Work in Progress,-,-,-,-,-
Raw Materials,405M,386M,373M,490M,509M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,476M,347M,647M,594M,1.01B
Miscellaneous Current Assets,476M,347M,647M,594M,1.01B
Total Current Assets,3.26B,3.09B,3.5B,3.32B,4.18B
"Net Property, Plant & Equipment",21.65B,25.49B,24.61B,27.04B,28.86B
"Property, Plant & Equipment - Gross",31.81B,35.24B,34.12B,37.18B,39.44B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,10.16B,9.76B,9.52B,10.14B,10.58B
Total Investments and Advances,3.4B,3.83B,2.27B,2.54B,2.26B
Other Long-Term Investments,1.63B,1.97B,2.09B,2.36B,2.1B
Long-Term Note Receivables,64M,202M,261M,310M,331M
Intangible Assets,3.14B,4.86B,2.19B,2.17B,2.16B
Net Goodwill,2.29B,2.46B,1.99B,1.99B,1.99B
Net Other Intangibles,849M,2.39B,199M,177M,166M
Other Assets,4.77B,4.81B,12.67B,4.34B,4.9B
Total Assets,36.29B,42.27B,45.5B,39.72B,42.68B
Total Assets Growth,-,16.48%,7.64%,-12.70%,7.46%
