Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,484M,630M,3.26B,1.51B,1.29B
Cash & Short Term Investments Growth,-,30.17%,417.94%,-53.66%,-14.95%
Cash Only,484M,630M,3.26B,1.51B,1.29B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.46%,4.21%,19.47%,9.79%,8.29%
Total Accounts Receivable,1.17B,1.26B,771M,1.07B,1.33B
Total Accounts Receivable Growth,-,7.78%,-38.86%,38.52%,24.25%
"Accounts Receivables, Net",1.15B,1.26B,771M,1.07B,1.33B
"Accounts Receivables, Gross",1.19B,1.31B,903M,1.19B,1.44B
Bad Debt/Doubtful Accounts,(42M),(44M),(132M),(126M),(117M)
Other Receivable,20M,-,-,-,-
Accounts Receivable Turnover,7.61,7.52,5.62,5.45,6.64
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,329M,202M,168M,291M,257M
Miscellaneous Current Assets,169M,72M,98M,202M,152M
Total Current Assets,1.98B,2.09B,4.2B,2.87B,2.87B
"Net Property, Plant & Equipment",367M,1.25B,1.12B,999M,942M
"Property, Plant & Equipment - Gross",848M,1.76B,1.6B,1.5B,1.43B
Buildings,456M,382M,381M,365M,355M
Land & Improvements,12M,11M,11M,9M,9M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",356M,356M,346M,339M,299M
Accumulated Depreciation,481M,509M,486M,505M,489M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,11.32B,11.24B,10.92B,10.91B,10.92B
Net Goodwill,5.16B,5.16B,5.1B,5.07B,5.03B
Net Other Intangibles,6.16B,6.08B,5.82B,5.84B,5.89B
Other Assets,239M,280M,323M,452M,576M
Total Assets,14B,14.96B,16.76B,15.44B,15.51B
Total Assets Growth,-,6.87%,12.02%,-7.84%,0.46%
