Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,6.59B,6.87B,7.29B,4.5B,3.22B
Cash & Short Term Investments Growth,-,4.13%,6.12%,-38.23%,-28.51%
Cash Only,6.59B,6.87B,7.29B,4.5B,3.22B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,16.56%,16.01%,16.26%,10.90%,5.22%
Total Accounts Receivable,3.56B,3.72B,3.76B,3.94B,4.76B
Total Accounts Receivable Growth,-,4.29%,1.18%,4.76%,20.71%
"Accounts Receivables, Net",2.95B,3.08B,2.91B,3.12B,3.85B
"Accounts Receivables, Gross",2.98B,3.1B,2.93B,3.19B,3.89B
Bad Debt/Doubtful Accounts,(25M),(20M),(23M),(70M),(42M)
Other Receivable,614M,637M,856M,817M,906M
Accounts Receivable Turnover,8.31,8.01,7.63,7.96,6.63
Inventories,8.8B,9.24B,9.59B,8.72B,9.89B
Finished Goods,5.08B,5.59B,5.82B,5.43B,6.18B
Work in Progress,-,-,-,-,-
Raw Materials,3.72B,3.65B,3.78B,3.29B,3.7B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,481M,697M,855M,557M,1.76B
Miscellaneous Current Assets,481M,697M,855M,557M,1.76B
Total Current Assets,19.44B,20.51B,21.49B,17.72B,19.62B
"Net Property, Plant & Equipment",7.2B,7.4B,7.06B,6.69B,7.3B
"Property, Plant & Equipment - Gross",14.56B,15.21B,15.61B,15.26B,16.04B
Buildings,3.98B,4.13B,4.41B,4.29B,4.29B
Land & Improvements,600M,566M,590M,565M,545M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,7.36B,7.82B,8.54B,8.56B,8.73B
Total Investments and Advances,1.27B,4.64B,4.8B,4.49B,4.77B
Other Long-Term Investments,-,-,6M,22M,341M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,9.47B,7.97B,7.98B,9.5B,26.39B
Net Goodwill,7.19B,5.86B,5.96B,6.68B,19.66B
Net Other Intangibles,2.28B,2.11B,2.02B,2.82B,6.73B
Other Assets,1.45B,1.21B,2.06B,2B,3B
Total Assets,39.8B,42.88B,44.82B,41.29B,61.68B
Total Assets Growth,-,7.72%,4.52%,-7.87%,49.38%
