Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,634.87M,631.07M,1.21B,1.03B,1.15B
Cash & Short Term Investments Growth,-,-0.60%,91.73%,-15.16%,12.43%
Cash Only,634.87M,631.07M,862.42M,1.03B,1.15B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.02%,5.51%,9.79%,7.02%,7.87%
Total Accounts Receivable,2.51B,2.84B,3.17B,3.1B,3.41B
Total Accounts Receivable Growth,-,12.98%,11.52%,-2.08%,9.80%
"Accounts Receivables, Net",2.51B,2.84B,3.17B,3.1B,3.41B
"Accounts Receivables, Gross",2.51B,2.84B,3.17B,3.1B,3.41B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.19,4.47,4.26,4.53,4.37
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.41B,640.49M,162.36M,163.93M,162.43M
Miscellaneous Current Assets,1.41B,640.49M,162.36M,163.93M,162.43M
Total Current Assets,4.56B,4.11B,4.54B,4.29B,4.72B
"Net Property, Plant & Equipment",257.86M,308.14M,896.29M,1B,823.59M
"Property, Plant & Equipment - Gross",712.96M,804.93M,1.36B,1.51B,1.38B
Buildings,12.87M,14.33M,21.55M,52.82M,46.24M
Land & Improvements,1.34M,355K,966K,970K,478K
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",198.29M,247.66M,187.98M,201.52M,179.19M
Accumulated Depreciation,455.1M,496.79M,467.89M,509.69M,557.92M
Total Investments and Advances,150.05M,157.92M,-,125.3M,240.3M
Other Long-Term Investments,-,-,-,10.2M,131M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.37B,6.1B,6.3B,8.76B,8.58B
Net Goodwill,4.8B,5.43B,5.64B,7.2B,7.18B
Net Other Intangibles,572.95M,665.08M,658.34M,1.57B,1.39B
Other Assets,1.99B,272.63M,409.99M,346.25M,264.35M
Total Assets,12.65B,11.46B,12.35B,14.63B,14.66B
Total Assets Growth,-,-9.36%,7.78%,18.44%,0.19%
