Item,2019,2020,2021,2022,2023
Cash & Short Term Investments,953.6M,1.84B,1.86B,1.76B,2.07B
Cash & Short Term Investments Growth,-,93.34%,0.73%,-5.01%,17.45%
Cash Only,886M,1.77B,1.77B,1.53B,1.95B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,20.16%,29.84%,25.51%,20.50%,21.95%
Total Accounts Receivable,474.3M,652.3M,643.1M,716.1M,961M
Total Accounts Receivable Growth,-,37.53%,-1.41%,11.35%,34.20%
"Accounts Receivables, Net",474.3M,652.3M,643.1M,716.1M,961M
"Accounts Receivables, Gross",476.5M,657.2M,646.9M,720.7M,966M
Bad Debt/Doubtful Accounts,(2.2M),(4.9M),(3.8M),(4.6M),(5M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.44,4.99,5.89,6.14,5.15
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,192.1M,163.3M,198.9M,283.6M,308M
Miscellaneous Current Assets,192.1M,163.3M,198.9M,283.6M,308M
Total Current Assets,1.62B,2.66B,2.7B,2.76B,3.34B
"Net Property, Plant & Equipment",149.7M,600.5M,609.5M,467M,389M
"Property, Plant & Equipment - Gross",571.9M,1.02B,1.05B,940.6M,877M
Buildings,247.8M,284M,335.9M,350.5M,363M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,256.9M,223.7M,211.2M,192.2M,175M
"Other Property, Plant & Equipment",67.2M,69M,88.4M,93.4M,94M
Accumulated Depreciation,422.2M,415M,442.7M,473.6M,488M
Total Investments and Advances,4.6M,-,-,45.4M,102M
Other Long-Term Investments,4.6M,-,-,45.4M,102M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.73B,2.65B,2.91B,4.1B,4.03B
Net Goodwill,2.45B,2.45B,2.71B,3.6B,3.63B
Net Other Intangibles,280.8M,207.1M,199.3M,493.8M,407M
Other Assets,158M,211M,302.2M,492.3M,560M
Total Assets,4.73B,6.18B,7.28B,8.61B,9.44B
Total Assets Growth,-,30.66%,17.81%,18.23%,9.66%
