Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.6B,945M,1.24B,993M,973M
Cash & Short Term Investments Growth,-,-40.79%,30.69%,-19.60%,-2.01%
Cash Only,1.6B,945M,1.1B,993M,973M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.33%,0.76%,0.96%,0.75%,1.02%
Total Accounts Receivable,5.86B,6.18B,4.63B,2.87B,3.56B
Total Accounts Receivable Growth,-,5.32%,-25.04%,-38.11%,24.29%
"Accounts Receivables, Net",4.61B,4.59B,3.23B,1.87B,2.22B
"Accounts Receivables, Gross",4.93B,4.64B,3.67B,2.26B,2.63B
Bad Debt/Doubtful Accounts,(319M),(48M),(437M),(392M),(409M)
Other Receivable,1.26B,1.58B,1.4B,996M,1.34B
Accounts Receivable Turnover,6.16,5.45,7.23,6.26,5.36
Inventories,1.69B,1.77B,1.72B,581M,755M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,1.35B,1.46B,1.43B,476M,547M
Progress Payments & Other,334M,312M,297M,105M,208M
Other Current Assets,4.22B,3.1B,4.94B,9.52B,2.05B
Miscellaneous Current Assets,4.22B,3.1B,4.94B,9.52B,2.05B
Total Current Assets,13.36B,11.99B,12.52B,13.96B,7.34B
"Net Property, Plant & Equipment",76.71B,81.54B,82.58B,64.56B,69.08B
"Property, Plant & Equipment - Gross",99.61B,105.52B,109.31B,78.99B,85.01B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",96.19B,101.16B,105.74B,-,-
Accumulated Depreciation,22.9B,23.98B,26.73B,14.43B,15.93B
Total Investments and Advances,12.74B,14.16B,15.46B,294M,349M
Other Long-Term Investments,12.47B,14.07B,15.46B,294M,349M
Long-Term Note Receivables,15M,-,-,-,2.9B
Intangible Assets,7.05B,7.01B,6.97B,6.63B,6.63B
Net Goodwill,6.68B,6.68B,6.68B,6.63B,6.63B
Net Other Intangibles,372M,336M,294M,-,-
Other Assets,9.8B,10.27B,11.78B,47.57B,9.06B
Total Assets,119.67B,124.98B,129.32B,133.01B,95.35B
Total Assets Growth,-,4.44%,3.47%,2.86%,-28.32%
