Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,389.3M,600.2M,934.9M,935M,1.34B
Cash & Short Term Investments Growth,-,54.17%,55.76%,0.01%,43.08%
Cash Only,389.3M,491.1M,850M,701.2M,1.26B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.19%,1.92%,1.52%,1.70%,2.67%
Total Accounts Receivable,2.88B,3.06B,4.84B,4.27B,3.81B
Total Accounts Receivable Growth,-,6.17%,58.36%,-11.92%,-10.59%
"Accounts Receivables, Net",2.42B,2.64B,3.89B,3.77B,3.24B
"Accounts Receivables, Gross",2.42B,2.71B,3.89B,3.93B,3.36B
Bad Debt/Doubtful Accounts,-,(72.8M),-,(154.5M),(114.7M)
Other Receivable,464.5M,418.7M,952.5M,492M,570.7M
Accounts Receivable Turnover,3.97,3.76,2.47,4.19,4.24
Inventories,2.58B,2.67B,5.47B,3.98B,3.52B
Finished Goods,1.25B,1.37B,3.08B,2.06B,2.19B
Work in Progress,369.9M,417.2M,1.44B,993.3M,755.4M
Raw Materials,955.7M,886.8M,958.4M,922.4M,571.5M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,517.2M,427.4M,1.62B,1.72B,1.96B
Miscellaneous Current Assets,386.6M,270.7M,1.35B,1.47B,1.77B
Total Current Assets,6.37B,6.76B,12.87B,10.9B,10.64B
"Net Property, Plant & Equipment",2.17B,2.4B,3.78B,3.48B,3.28B
"Property, Plant & Equipment - Gross",3.97B,4.38B,6.05B,5.88B,5.34B
Buildings,1.18B,1.2B,1.95B,1.81B,1.54B
Land & Improvements,131.3M,124.6M,155.8M,137.9M,133.4M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.8B,1.97B,2.26B,2.4B,2.06B
Total Investments and Advances,138.7M,92.2M,47.9M,-,1.09B
Other Long-Term Investments,-,-,-,-,1.09B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,23.41B,21.24B,42.03B,38.25B,33.03B
Net Goodwill,9.75B,9.59B,12.35B,12.11B,10.43B
Net Other Intangibles,13.66B,11.65B,29.68B,26.13B,22.61B
Other Assets,73.7M,58.2M,676M,879.9M,1.05B
Total Assets,32.73B,31.26B,61.55B,54.84B,50.02B
Total Assets Growth,-,-4.52%,96.93%,-10.90%,-8.79%
