Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,137M,139M,982M,578M,410M
Cash & Short Term Investments Growth,-,1.46%,606.47%,-41.14%,-29.07%
Cash Only,137M,139M,982M,578M,410M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.23%,0.21%,1.47%,0.80%,0.52%
Total Accounts Receivable,1.63B,1.86B,2.11B,2.57B,3.49B
Total Accounts Receivable Growth,-,13.97%,13.66%,21.62%,35.63%
"Accounts Receivables, Net",1.22B,1.26B,1.58B,2.07B,2.64B
"Accounts Receivables, Gross",1.24B,1.29B,1.72B,2.21B,2.82B
Bad Debt/Doubtful Accounts,(21M),(29M),(138M),(136M),(181M)
Other Receivable,417M,599M,536M,500M,852M
Accounts Receivable Turnover,6.17,5.81,5.37,5.08,4.46
Inventories,258M,277M,308M,389M,403M
Finished Goods,99M,119M,125M,191M,168M
Work in Progress,-,-,-,-,-
Raw Materials,159M,158M,183M,198M,235M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.62B,1.06B,1.11B,837M,1.61B
Miscellaneous Current Assets,1.62B,1.06B,1.11B,577M,1.34B
Total Current Assets,3.65B,3.34B,4.51B,4.38B,5.91B
"Net Property, Plant & Equipment",34.44B,37.04B,40.55B,44.49B,48.44B
"Property, Plant & Equipment - Gross",46.62B,49.92B,54.47B,59.53B,64.55B
Buildings,-,-,-,-,-
Land & Improvements,326M,278M,283M,291M,476M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",41.78B,43.41B,46.83B,51.54B,55.49B
Accumulated Depreciation,12.18B,12.88B,13.93B,15.05B,16.11B
Total Investments and Advances,12.97B,14.71B,14.85B,15.49B,16.57B
Other Long-Term Investments,995M,1.09B,1.02B,1.02B,893M
Long-Term Note Receivables,1.11B,1.08B,1.23B,997M,-
Intangible Assets,1.83B,1.82B,1.8B,1.97B,1.95B
Net Goodwill,1.6B,1.6B,1.6B,1.6B,1.6B
Net Other Intangibles,224M,213M,202M,370M,344M
Other Assets,6.52B,7.53B,3.55B,4.58B,5.57B
Total Assets,60.64B,65.67B,66.62B,72.05B,78.57B
Total Assets Growth,-,8.29%,1.46%,8.14%,9.06%
